"nhits","uid","acqres","clinsub","comp_rt","compris2","compris3","compris4","cscal_ex_com","dx_ageA0","etacommunity","etaexprsn","etaprison","exmortmult","expris","g","infclr","infnon","infsub","kA0","muDc","muDn","nonrec","nonsub","p","prisex1","prisex2","prisex3","prog_ageA0","prog_contRate_pri","prog_inprison","relfit","relnon_r","relnon_s","relsub_r","relsub_s","subclin","subnon","succ_strs","t"
21,"7ba10b8915943daee93f371f0bb5077e",0.010893936,0.675778691,0.676073459,0.000483289,0.002160102,0.002112528,1.066242729,0.259836946,0.443914028,0.355182271,0.725509445,0.188291666,0.200978825,3.971643106,1.625881095,0.134441452,0.052908483,0.999722255,0.046598735,0.000229872,0.207254862,0.259543133,0.231261757,1.129511478,0.944587235,0.995861936,0.859958853,1.666703768,1.058329295,0.765043724,0.057107917,0.009158294,0.055949572,0.009786918,0.827327046,2.01305106,0.357655393,0.834547806
21,"cefe614cd2f6c354fb2be800e5ebd6d2",0.011570078,0.7071302,0.702744048,0.000528024,0.002053663,0.001991108,1.212314376,0.250328217,0.442353281,0.517720495,0.696796167,0.194640451,0.2256582,4.178965152,1.940100147,0.135733307,0.06392582,0.967836176,0.041088767,0.033217367,0.198868653,0.253712192,0.212172952,1.200955759,0.995209726,0.979251957,0.845526851,1.533088715,1.097813287,0.727775168,0.057167602,0.00994414,0.059524617,0.009602724,0.84213326,2.025729442,0.364737614,0.792396001
21,"f0d649a017ff620da9491b9e7a72de90",0.011779843,0.714312018,0.729199915,0.000508357,0.002178972,0.002022628,1.233788521,0.250178755,0.453074382,0.46258395,0.721779816,0.221752385,0.239717279,4.107261506,2.235377973,0.162498884,0.063262166,0.981643372,0.040629419,0.002541302,0.206889995,0.257706118,0.219324671,1.180032748,0.981593128,1.050963069,0.864859347,1.492359823,1.111711371,0.721074577,0.058439952,0.009888181,0.053827104,0.009582676,0.785827242,2.015028209,0.354685437,0.821438296
21,"4a83ec8e79a7a6b22d439093b2a1e4be",0.01168805,0.687925064,0.95786305,0.000480404,0.002258633,0.002321967,1.244249386,0.275303131,0.408491405,0.394675006,0.88339672,0.235277874,0.235160517,4.254716627,1.821373,0.110771318,0.054933289,0.945284374,0.033861898,0.016519799,0.193298177,0.263916686,0.204878013,1.069752496,0.916511753,0.97487762,0.834598926,1.607909355,1.063834059,0.796694102,0.052001244,0.009001189,0.054812195,0.007535812,0.789292035,1.925850831,0.418157535,0.897637893
21,"b2223a732fc504dfe57f370508fc34fa",0.011922843,0.684122867,0.839495615,0.000528973,0.002224246,0.001808023,1.162827269,0.256567232,0.432665992,0.439912298,0.696853862,0.206979843,0.221928517,4.229520663,1.838945306,0.126692264,0.063887641,0.944367345,0.045538793,0.012589559,0.18893066,0.263537769,0.206910857,1.175814797,0.961300166,1.051204237,0.861260779,1.563908981,1.082205897,0.728225613,0.059645038,0.009782489,0.058055101,0.009794469,0.796279735,2.020965174,0.370233263,0.752959751
21,"72161893b27d136c5fcf2cef1a0df5dc",0.011707392,0.683608217,0.744765192,0.000525971,0.00206024,0.001899731,1.19516882,0.26131457,0.439993471,0.416458516,0.695239738,0.18472532,0.231485071,4.249684084,1.941229412,0.135623967,0.062382524,0.900950601,0.037991413,0.028929226,0.200700923,0.263447145,0.210853791,1.18713992,0.944164513,1.03424425,0.864465563,1.500997497,1.092640663,0.721583908,0.058596277,0.009869367,0.056677015,0.009289071,0.826677265,1.99878644,0.373140164,0.806064805
21,"e68241e4c0921988058d94a72c384a5d",0.011596268,0.712475394,0.728220006,0.000528394,0.002049917,0.001990989,1.14483823,0.260436235,0.446820478,0.419679106,0.697070209,0.193597137,0.214694755,4.108237268,1.836675155,0.136443675,0.057852805,0.984337049,0.038825516,0.002596972,0.200744227,0.257308598,0.229047611,1.186331806,0.99021462,0.991265611,0.85548378,1.613599853,1.076511748,0.73250567,0.059219966,0.009954447,0.057704133,0.009698118,0.795427881,1.978568222,0.356349657,0.817409652
21,"b34f28f303aa84f813b00e29272a59c8",0.011294477,0.716355774,0.778078508,0.000508063,0.002077236,0.002111923,1.204602088,0.258815727,0.436150743,0.445618877,0.759068215,0.220441862,0.23071441,4.107940775,2.262420419,0.165973719,0.06384499,0.947461576,0.035959737,0.007537255,0.20557243,0.260902173,0.220713299,1.190748348,1.034679525,1.067105619,0.874686953,1.504894965,1.104300446,0.709141846,0.05747657,0.009442531,0.055356032,0.009775624,0.793676727,1.978388736,0.353547143,0.839201259
21,"466107a0e50ba8620220c57b9a0d44ea",0.011874267,0.698140958,0.949631202,0.000488281,0.00212069,0.002273951,1.279845314,0.254788846,0.409942314,0.447580541,0.846599318,0.258763453,0.245639691,4.153570151,1.84508761,0.115595325,0.053949262,0.96206262,0.038648147,0.004968669,0.193485813,0.263658053,0.204585012,1.07761125,0.911173049,0.966320842,0.833007041,1.616862489,1.060279553,0.781204903,0.047916075,0.008523462,0.055760133,0.006691045,0.828094731,1.956657329,0.429304508,0.876141734
21,"91e6bf86cf5766408fbfe875c0589f2c",0.011940444,0.702558054,0.840902298,0.000517854,0.002294241,0.002027603,1.08207519,0.25714125,0.42295197,0.492187569,0.794561106,0.193112975,0.231768195,4.191806942,1.533177731,0.114814217,0.054375183,0.921846472,0.048931782,0.004826613,0.199999742,0.263007238,0.219421072,1.141665515,0.957693181,0.983422359,0.846640222,1.681522,1.047668975,0.763901536,0.055824908,0.009022147,0.055535883,0.00963874,0.844432105,1.954684613,0.377762534,0.824751606
21,"7ef5a0fc6a734845f8095d85cef5e504",0.011897716,0.71622928,0.684212417,0.000525792,0.002116929,0.001970803,1.230754663,0.259491008,0.441282666,0.454962503,0.700997925,0.221156492,0.220414879,4.239007487,2.04736423,0.146268273,0.0609798,0.972821264,0.034649898,0.013748054,0.200489264,0.259916219,0.216041697,1.192435823,0.992094961,1.006377446,0.846412694,1.521062443,1.104026441,0.726064231,0.059317074,0.009849312,0.057218726,0.009665891,0.796414768,2.020938392,0.367180555,0.809762953
21,"a31325567fb34d87501ffa6f7268bd5e",0.01185354,0.716480678,0.67562066,0.000531772,0.002140308,0.002007439,1.141823175,0.254792992,0.457221756,0.488678076,0.716765372,0.208839898,0.222898534,4.239896246,1.939252455,0.1447079,0.060466514,0.984605244,0.048427039,0.005192312,0.200243622,0.260737006,0.218600302,1.19329103,0.998777885,1.004905023,0.852746313,1.544129932,1.096295516,0.731845178,0.059889709,0.009761089,0.059119562,0.009680574,0.801158009,2.000781054,0.353009735,0.825875973
21,"cb31c8c906d6919d738613f87771e0c2",0.011049407,0.666491911,0.696321805,0.000497204,0.001888731,0.001943852,1.108749473,0.256299837,0.455144832,0.353855752,0.649493759,0.163600293,0.234367258,3.967893469,2.074813668,0.170472606,0.061995194,0.940004878,0.040610754,0.009645408,0.200064643,0.264747512,0.249293818,1.054092372,0.936347472,0.983973719,0.84053598,1.444188892,1.096349311,0.803665498,0.05740264,0.009336621,0.058612414,0.008968389,0.838792081,1.937996097,0.362517559,0.792462963
21,"2f82b4cdc2f4dbdb8c91ab83d7dbe275",0.011675503,0.698489934,0.70289136,0.000518652,0.00211421,0.002014095,1.165645806,0.255868044,0.458975899,0.413772022,0.635660981,0.178239912,0.22955244,4.068293758,1.972270708,0.148642092,0.064948866,0.99164927,0.051924085,0.009421073,0.19763572,0.260022758,0.233271538,1.148018461,1.00698623,0.988313399,0.841099113,1.545729296,1.087022122,0.757730334,0.057936918,0.009386229,0.058214157,0.009546136,0.793615499,2.020194787,0.365909718,0.795404248
21,"16878accd1d0341086894d0472d3f4de",0.011589246,0.713374702,0.718349995,0.000505271,0.002127709,0.002059875,1.212606904,0.259780164,0.437769844,0.4636222,0.736364296,0.221348679,0.217498507,4.207241496,2.050530364,0.150744533,0.063516111,0.985690761,0.041429156,0.009002203,0.202960797,0.261054111,0.218126125,1.192589463,1.039477696,1.018662549,0.850902184,1.518141601,1.098856989,0.709210655,0.058410421,0.009332861,0.057317379,0.009592751,0.800289346,1.990898791,0.366255744,0.831170205
21,"1a9195d3d0719be57b5957cbf1ad41cc",0.011810901,0.710953846,0.689859431,0.000522176,0.002104157,0.001996487,1.228581207,0.268835222,0.43419369,0.471131977,0.725813311,0.20756569,0.223543474,4.195077668,2.039506307,0.148608907,0.061230571,0.973835334,0.039243205,0.014846122,0.199112376,0.260305101,0.212839958,1.189876692,1.020403019,1.00797101,0.846726671,1.534146189,1.099017729,0.72884967,0.058595156,0.009574424,0.057153368,0.009835277,0.792557613,2.003422329,0.362474442,0.806753773
21,"e30b3ed411211689052e7ec27cba7fc0",0.01044795,0.710657879,0.718466137,0.000506211,0.001896793,0.002202059,1.12615469,0.251802616,0.471672827,0.23904916,0.651028582,0.210975629,0.250329298,4.261298826,1.951836042,0.167882646,0.052491915,0.993037391,0.032300886,0.048139708,0.199010308,0.265866341,0.246307778,1.175382809,0.970977087,1.03549975,0.846417528,1.413516122,1.107550151,0.794358778,0.056001282,0.009545944,0.057180484,0.009461454,0.849010212,1.993378801,0.363521868,0.819917323
21,"aab7137ebe35ad4c8ccfbb3184243dcb",0.011660924,0.700473632,0.78057283,0.000533924,0.002095974,0.001871981,1.189771499,0.253416327,0.467231611,0.450181779,0.652213582,0.187156672,0.208603075,4.150150014,2.007874151,0.142616068,0.06182663,0.952118028,0.052045463,0.002886616,0.196221773,0.260163234,0.219114265,1.166750368,0.982390284,0.995080952,0.851583702,1.472854441,1.120007763,0.71711693,0.059355278,0.009772833,0.058343772,0.009839284,0.811886801,1.994207915,0.350280112,0.802730156
21,"4bc22e3dfcd400ed996b5d6110569e09",0.011883603,0.709723804,0.696009048,0.000535384,0.002149332,0.00202754,1.198974486,0.254982599,0.442193001,0.453690482,0.684691653,0.188349851,0.230189498,4.235617879,1.89282565,0.135659643,0.059788298,0.991784928,0.038403576,0.004838857,0.198485564,0.259741986,0.223218054,1.198369574,1.032568135,1.013921138,0.845360251,1.522280861,1.102019514,0.742085511,0.058761946,0.009855923,0.058560362,0.00993551,0.806198233,2.026263148,0.357298083,0.807642758
21,"036d1af251508db5a1a701a2aafdc531",0.011518431,0.70237463,0.749779683,0.000456596,0.002309207,0.002157778,1.147021196,0.262412145,0.419740807,0.407602619,0.78194961,0.214984369,0.231501727,4.188658259,1.89020019,0.142109798,0.060024359,0.998003961,0.044427357,0.011252919,0.194344106,0.259179934,0.216566947,1.066495673,0.950366878,0.99411311,0.86750211,1.482008494,1.092242724,0.782998264,0.055633823,0.009747117,0.055154915,0.009241113,0.787637702,1.923800879,0.394204351,0.824773074
21,"fc27b85e7798717214093323ef32176c",0.01146846,0.687548203,0.720228246,0.000488397,0.002080513,0.002100986,0.933371858,0.255825177,0.458813808,0.343269698,0.732085757,0.178201273,0.188295394,3.791107267,1.486034827,0.142655044,0.056884392,0.999940258,0.027997705,0.066247547,0.204508136,0.260647473,0.207002721,1.14968224,0.893459383,0.96276676,0.867584722,1.578652752,1.068387734,0.767621465,0.058913086,0.009020196,0.056554999,0.009460094,0.774162908,2.002322373,0.3591974,0.834490616
21,"0498ef9ad0a2d5b22f2c0e0a6a254b56",0.01184625,0.690933357,0.846630657,0.000456283,0.002264225,0.002098599,0.923062538,0.263289615,0.43192613,0.527507848,0.772768451,0.189805681,0.234871539,4.136447939,1.452733542,0.125758795,0.055399741,0.953670122,0.054245126,0.000764041,0.199106202,0.25692266,0.225118783,1.141971625,0.942239299,0.985366178,0.904437989,1.692730159,1.042573841,0.75703952,0.057722567,0.009112293,0.057445193,0.009960618,0.833692567,1.945785563,0.37760599,0.823967571
21,"89d8cdfb03e78a9f398960b108f6791d",0.011482629,0.693086761,0.682306254,0.00050582,0.002031611,0.001966136,1.204069036,0.252316463,0.453947042,0.416322122,0.711392976,0.185110215,0.215041382,4.183873593,2.139617512,0.145266788,0.064240845,0.855614315,0.026077833,0.030920842,0.201190741,0.26344111,0.211790433,1.197479911,0.944154027,1.013120862,0.870142077,1.532283708,1.087823554,0.732407608,0.059640057,0.009616303,0.057280612,0.009156076,0.809106682,1.950736718,0.372771469,0.826387496
21,"e11bec72c6ebce84a60bc331aa090c03",0.011772963,0.69774279,0.76103895,0.000463133,0.002129536,0.002028733,0.904183542,0.26136416,0.438992527,0.480670747,0.787561221,0.167124204,0.211393888,3.897845168,1.782699604,0.170220079,0.060132684,0.99622127,0.022156493,0.038886281,0.193311194,0.265171471,0.227353859,1.147250396,0.980805911,0.95483463,0.872168618,1.575593522,1.063689853,0.736661453,0.058692452,0.008897324,0.053824854,0.00984447,0.805434731,2.022686147,0.409486958,0.838044667
21,"e30ec8ef37b8692c988708d3132b3dee",0.011705179,0.700059537,0.749154967,0.000536611,0.002123609,0.001909535,1.201484275,0.257952428,0.454486054,0.44516833,0.651636549,0.187749938,0.21106508,4.163131754,2.004817285,0.140268045,0.061187917,0.945330275,0.047889169,0.006502366,0.195781649,0.260280487,0.216196526,1.15672442,0.973151704,0.994301981,0.849675625,1.510691814,1.107920236,0.718542046,0.059232928,0.009753063,0.058889195,0.009777038,0.806280969,1.993179031,0.361007829,0.796285188
21,"005403811b02368654dc462d34c810cc",0.011672782,0.715083528,0.759281208,0.00051384,0.002050763,0.002051609,1.063858697,0.252416198,0.457162911,0.440770257,0.687378035,0.189217317,0.186948137,3.868841375,1.608615606,0.134300979,0.057628442,0.982321399,0.022188763,0.067171665,0.20251433,0.25817391,0.211973249,1.165322131,0.91790828,0.948577308,0.856218608,1.61878028,1.067592262,0.754079467,0.057700277,0.009518931,0.055883303,0.00947583,0.752997939,1.977873918,0.356579797,0.821794545
21,"fb0643557d063dfb17939c0c9b0a3104",0.011602198,0.717320492,0.793064476,0.000506683,0.002036616,0.001996555,1.043845016,0.253843475,0.458180701,0.365291684,0.691093277,0.164427673,0.196692588,3.888997683,1.63719356,0.144472784,0.059547276,0.966876303,0.030606133,0.05604971,0.202354193,0.25687105,0.207431218,1.180702813,0.935813283,0.945779627,0.853584335,1.536543644,1.078676682,0.754827045,0.059495144,0.00988732,0.055962719,0.00978816,0.778411338,1.981532469,0.350824376,0.818472223
21,"d751708b5f1689bc38e4e7df4a253caf",0.011624902,0.698908336,0.79604706,0.000458562,0.002275267,0.002196321,1.154330056,0.262762396,0.444759463,0.400542284,0.790539046,0.225855377,0.229967437,4.163707947,1.880685385,0.138639963,0.058034545,0.993958716,0.045483428,0.022914548,0.194399745,0.258343617,0.213297712,1.101555605,0.944735017,0.98094359,0.872011731,1.509954998,1.092802144,0.765134348,0.056178729,0.009374494,0.057626941,0.008946192,0.778559786,1.950491732,0.387150162,0.844224997
21,"c7ed375bd607416380ca087997741766",0.01190126,0.69301769,0.745090897,0.00053441,0.002119872,0.001867038,1.188501485,0.259083445,0.447748531,0.434030398,0.666694557,0.187452759,0.218036481,4.216074119,1.949017025,0.135798713,0.060988951,0.944804038,0.04095561,0.014873116,0.198668087,0.26213236,0.21413115,1.16204295,0.967002332,0.998323836,0.852071402,1.522104649,1.098234671,0.720796371,0.059065394,0.009758347,0.057772852,0.00972468,0.8145416,1.990528177,0.372605694,0.794935929
21,"c005ac23b8f760d66dc3b66fb2655427",0.010751686,0.711800911,0.724742259,0.000483707,0.002053126,0.002323972,0.896872203,0.257442769,0.447731202,0.510869863,0.747173723,0.160109491,0.218208859,4.050222884,1.75171669,0.17453465,0.065210309,0.93534705,0.041901968,0.006747757,0.193515748,0.264176337,0.21105411,1.154303385,1.01822195,0.969181558,0.849974852,1.478424945,1.085927661,0.756153244,0.059582692,0.008824869,0.053553457,0.009342545,0.818832254,1.976337961,0.441305759,0.848041373
21,"fe4f8b74b6e86f655d8bf2d76f325cd5",0.011078659,0.707925968,0.757737481,0.000520443,0.002167616,0.002115643,0.986712369,0.253587569,0.449232776,0.516725101,0.835853361,0.144665002,0.194555508,3.859978515,1.9282255,0.180150557,0.061781798,0.972992301,0.020425469,0.031427834,0.190221513,0.267513764,0.22004601,1.154517631,1.012512165,0.903642164,0.848448633,1.524849231,1.077074195,0.795326327,0.058895356,0.008664788,0.051284558,0.009847398,0.81169248,2.00595315,0.445378968,0.856265713
21,"78a36947f733c79bee349c270c420715",0.011678262,0.706469921,0.775073359,0.000496618,0.002122475,0.002033268,1.000611521,0.261446306,0.434362776,0.493102547,0.770979639,0.180663721,0.216347943,3.978794015,1.817440878,0.163564958,0.060680831,0.98340965,0.021942208,0.03743354,0.194966472,0.263523858,0.227947392,1.146240935,0.990978532,0.966437704,0.867296821,1.612046057,1.053132203,0.743974614,0.059502955,0.009074835,0.05555429,0.009819965,0.808280759,1.999467384,0.398941375,0.829898588
21,"8c2d4653c29a528ddadb39741e0876cb",0.011567122,0.696313482,0.718621232,0.000499819,0.00207891,0.002086172,1.022815024,0.256214039,0.437807849,0.371192484,0.691368236,0.176960652,0.194602784,3.894543934,1.566305794,0.139963654,0.057059563,0.980163727,0.024666301,0.039455749,0.202841826,0.259922754,0.212394695,1.166713417,0.914720338,0.967964014,0.837015272,1.589410298,1.060873142,0.765890222,0.057576037,0.009339453,0.055350321,0.009650809,0.794396526,2.010467482,0.361283784,0.832359394
21,"d7b61771de974a042cb1e41b9bfe7929",0.011682405,0.716583427,0.724781744,0.000526178,0.002087915,0.001966222,1.201862884,0.257521233,0.456045974,0.479266244,0.683773353,0.195046513,0.222297266,4.172062372,1.919406221,0.144299511,0.060217271,0.993791484,0.025801223,0.020129111,0.197488278,0.257645475,0.229338788,1.172294946,1.060733106,1.005221074,0.838735761,1.518067039,1.1024689,0.755975021,0.057534704,0.00949607,0.059045068,0.009624727,0.81191722,2.017263695,0.359260151,0.812775369
21,"a40e6cb1789ef84fe2825e7ba51ea788",0.011465246,0.695962017,0.68779877,0.00052316,0.002003171,0.001992518,1.165748112,0.251838053,0.456776929,0.383722757,0.664026591,0.151486329,0.227506062,4.024821102,2.046863542,0.170374586,0.059431564,0.943121706,0.05039554,0.003762129,0.194817371,0.264680522,0.24803615,1.124867557,0.975719421,1.010911841,0.847957187,1.419710969,1.123505672,0.786959305,0.05792259,0.009297794,0.059382626,0.009511055,0.809776505,1.995637446,0.365102133,0.775235237
21,"d6425aed97ed8743fa0a6dcdb3c39e29",0.011814594,0.706406177,0.956522985,0.000537483,0.001973365,0.002335551,1.376952297,0.250897005,0.424959573,0.437903665,0.781902203,0.3107629,0.247220708,4.192673043,2.102253915,0.117695617,0.054988498,0.990314588,0.036973487,0.01846965,0.191936992,0.268213066,0.195980037,1.089262136,0.918994094,0.989710407,0.826040192,1.589457921,1.076783567,0.760751057,0.047269497,0.009094589,0.057977276,0.005235232,0.812932569,1.992249063,0.441632135,0.918478029
21,"a056377843ef7bc8e00df3c4253bd081",0.011604068,0.705569297,0.739357628,0.000535415,0.002068029,0.002055847,1.130934509,0.25610424,0.440429906,0.377724892,0.725263569,0.194600195,0.203422879,3.997617586,1.735075577,0.135102591,0.055242574,0.976124711,0.032864955,0.020743946,0.202901726,0.256754204,0.222040368,1.171892477,0.95346918,0.976304688,0.865420459,1.590750935,1.080393979,0.745393745,0.05801578,0.009763412,0.055606199,0.009629961,0.785984257,1.992521214,0.351376987,0.831989436
21,"05af6b93d57ce15aa231558ea8400289",0.011480725,0.70355519,0.69829128,0.000415105,0.00223327,0.002277859,0.863976675,0.263019773,0.446734284,0.52144499,0.732414808,0.157120912,0.22552812,3.804814861,1.677261212,0.176163025,0.064393185,0.981541251,0.035837195,0.025049765,0.195503927,0.264305657,0.21312719,1.147281166,0.970435754,1.011985746,0.861148613,1.454682933,1.08173805,0.723047247,0.057734636,0.00857393,0.053063773,0.009036068,0.793575256,2.004914388,0.414456019,0.852564931
21,"82d508f3f325a6558c18c7b4071f48f8",0.011696417,0.697849301,0.868110645,0.000448783,0.002216757,0.002258192,1.412178468,0.270776121,0.400142206,0.503420249,0.919561077,0.230399809,0.22532827,4.142450343,1.942170923,0.122618824,0.056050797,0.952087001,0.042267872,0.011708177,0.199825986,0.254616175,0.209156973,1.15431882,0.946100183,0.990706272,0.823288757,1.503014485,1.10619414,0.802824737,0.053851371,0.009073102,0.058587063,0.008270109,0.77201987,1.955982057,0.37332693,0.880894427
21,"9a53d07730550eeb55f78bde69412fad",0.011577083,0.674775945,0.738398483,0.000520865,0.002121824,0.001816363,1.172954326,0.253978113,0.442837296,0.34554226,0.684373235,0.179935405,0.201092992,4.118223079,2.252815088,0.140068189,0.066049468,0.735235731,0.028756228,0.049221573,0.201720142,0.26451494,0.214781892,1.158052041,0.926472684,0.98123705,0.884696516,1.625417954,1.06296016,0.74899604,0.059831867,0.00992455,0.055932331,0.008538045,0.822208094,1.864834483,0.379049937,0.834914363
21,"dd0964e8a6334ebb3cfd22ef3c3cce48",0.011636383,0.699450771,0.697833868,0.000508903,0.002078175,0.002002787,1.216227606,0.259950716,0.456227026,0.455322208,0.695896754,0.18945901,0.233147999,4.248145694,1.882843729,0.138143867,0.059823073,0.957677051,0.052821766,0.016924139,0.198353416,0.26025289,0.208527364,1.198041456,0.953731342,1.041798026,0.844099348,1.449076053,1.118456421,0.721017322,0.058602773,0.009785294,0.058332651,0.009740048,0.819251426,2.026782857,0.369719951,0.804118986
21,"7895a0d665c2de6e93bdaf569a680cf3",0.011690267,0.701944409,0.766912474,0.00050689,0.002104765,0.00211026,0.926482061,0.253992249,0.439929897,0.466075801,0.754927791,0.171817253,0.215835419,3.941232507,1.714751112,0.167180865,0.061646739,0.980370196,0.030324795,0.037481971,0.196411943,0.264304799,0.223503642,1.154275265,0.978315053,0.986259504,0.855869291,1.576081731,1.056791873,0.73284481,0.058833436,0.009108746,0.056028472,0.00960533,0.801031934,2.006619091,0.389158031,0.842811026
21,"15546183709d9dbcb268a1fbaa02a067",0.011409087,0.707334163,0.716230213,0.000522216,0.002127055,0.001944123,1.197736043,0.261005631,0.445606579,0.470174569,0.73391056,0.216932161,0.230672758,4.17373146,2.158221006,0.160252229,0.062091275,0.969619822,0.043224889,0.007656286,0.203102078,0.259715871,0.215002554,1.168092373,1.026423834,1.034385192,0.857565342,1.54376953,1.09457449,0.71356849,0.05897177,0.009450562,0.054461399,0.009811784,0.791632382,1.999904187,0.358770546,0.836658836
