"nhits","uid","acqres","clinsub","comp_rt","cscal","dx_ageA0","dx_hiv","eta","g","infclr","infnon","infsub","kA0","mortOT_hiv","mort_hiv","mort_hivstrHIVart","muDc","muDn","muHnt","noTart","noTart2010","nonrec","nonsub","p","prog_ageA0","prog_hiv","prog_hivstrHIVart","relfit","relnon_r","relnon_s","relsub_r","relsub_s","subclin","subnon","succ_strs","t","unnoT"
28,"64c83c98588100b2a6296eafab766b17",0.01189203,0.672650843,1.957292532,2.939842609,0.754682891,2.729090365,0.916122168,4.219745743,1.827070884,0.101863285,0.043163821,0.719994102,1.246963013,2.717520586,0.263622999,0.309433917,0.035562585,0.027543113,0.300832027,0.310173521,0.176574565,0.24151305,0.214935269,0.788403754,7.16796026,0.206355313,0.891209319,0.058445131,0.00463138,0.052258163,0.005460713,0.782996011,1.771535902,0.35937458,0.816536822,1.005283133
28,"5058015febd8588b38e853ea5b06384d",0.011534211,0.668331438,1.981092029,3.243300492,0.789981901,2.796470502,0.961045342,4.135385512,1.922642152,0.094875913,0.044871095,0.976562126,1.167067036,3.400942124,0.279093167,0.323017456,0.004500668,0.026404349,0.256190947,0.30792582,0.175996143,0.242429305,0.202651104,0.758843709,7.776381552,0.205993738,0.885485739,0.058760269,0.004521162,0.059713415,0.004711277,0.797355114,1.818991911,0.361613023,0.789582189,0.986922468
28,"5977372d2408992a4ce7b6af346ff2c5",0.011579096,0.682475938,1.965149776,3.173162521,0.78665597,2.786300701,0.941146168,4.180556398,1.640471683,0.082524512,0.043836709,0.951200855,1.166393329,3.074802063,0.28412176,0.34628261,0.007708672,0.025517059,0.31831697,0.394798167,0.184235158,0.238610164,0.203884734,0.755823772,7.89674488,0.213840579,0.892692899,0.058774736,0.004539937,0.05727979,0.005264747,0.801985727,1.84449806,0.374010852,0.818585248,0.961057529
28,"5e7c3fc558537af807c3d344e486b732",0.010943143,0.644592592,1.950121207,3.332121191,0.846010698,2.539126016,0.898326123,4.035099429,1.524496356,0.079259511,0.041236726,0.279874923,1.343000948,3.930906996,0.260746582,0.326994904,0.004186193,0.03034094,0.405097641,0.26967595,0.176682638,0.228448038,0.228057325,0.779238356,7.869629727,0.241875485,0.887385629,0.055322204,0.003837119,0.052430126,0.006154973,0.802831165,1.887480801,0.394857586,0.795581746,0.966021368
28,"253f82a4a2d5446b3dc198062e939f41",0.00945252,0.652039993,1.989521947,2.989605527,0.74114876,2.476753895,0.916567458,4.055758913,1.818152491,0.11106999,0.041946632,0.532578667,1.172884089,3.393325135,0.307934891,0.264666657,0.021604933,0.029057879,0.26921312,0.44248535,0.184906061,0.242218642,0.211103148,0.754497291,6.53418258,0.228704061,0.891440126,0.059613079,0.00496329,0.046941498,0.004230238,0.820621056,1.834012184,0.367495619,0.856763815,0.947478263
28,"a5948b46d54dadc31c0a6ae24c8429db",0.008654436,0.688954134,1.901639207,2.931141274,0.816056838,3.213344804,0.758362809,3.901875678,1.651379651,0.110709159,0.024732361,0.881914447,1.260083291,2.807999559,0.403146107,0.274543053,0.026106189,0.036275998,0.460869244,0.231817009,0.183727776,0.217293292,0.209593773,0.795709858,7.729016661,0.238415959,0.896021041,0.059614524,0.006942386,0.034464134,0.006186062,0.739175086,1.590322098,0.386435753,0.87999702,0.975080223
28,"b4e9f41ce1f4332fe48f45de6c5b06bd",0.008600282,0.660903186,1.992908821,3.047497989,0.83547249,2.700766472,0.862388885,4.243053531,1.839057767,0.096841681,0.041995457,0.962091084,1.167773221,3.517029839,0.304412348,0.307933987,0.012006132,0.03233991,0.341380883,0.239470659,0.179958257,0.236582633,0.220245744,0.782336103,7.921067398,0.220484428,0.89398826,0.055278419,0.00507618,0.054894069,0.005259652,0.799625583,1.775630033,0.360391887,0.818718047,0.975146281
28,"529b1c0be6cd3b2e2ba4458bf1e329dc",0.005072685,0.640410776,1.960840184,3.080552507,0.607686196,2.77887591,0.881190965,4.150101778,1.138079418,0.077318746,0.019914012,0.708379632,1.297541626,4.583886982,0.383702708,0.261791388,0.005406326,0.046186545,0.582908018,0.166135398,0.205239884,0.253420422,0.213250301,0.860617653,7.803110267,0.253961562,0.86197823,0.05098143,0.004775101,0.028985058,0.005046005,0.729456261,1.734062238,0.364445328,0.826406735,1.069633104
28,"9ce45d415395217cec2d30d75cc8657d",0.010588195,0.696053733,1.967042839,2.845395556,0.815057272,2.826672778,0.849234027,4.139127938,1.658734883,0.096293018,0.041349519,0.993746605,1.191377701,3.11410139,0.344186373,0.326326287,0.015949595,0.032667707,0.369588318,0.287494187,0.184647092,0.240937181,0.198380091,0.758636174,7.611644924,0.231009149,0.895179982,0.057414537,0.005298547,0.054031538,0.005887184,0.788125286,1.72516302,0.358886575,0.810050749,0.993674847
28,"9bbbbc15c187c23530e0572d7d21a13c",0.010828822,0.687853362,1.980584265,2.717532104,0.829191689,2.677496041,0.831959202,4.066688153,1.655269618,0.098613366,0.042639136,0.98095556,1.173257543,2.756126345,0.383131273,0.315953857,0.004536871,0.043592095,0.334725867,0.227734702,0.187515496,0.241696958,0.199372653,0.749926332,7.612208891,0.225251864,0.894322246,0.059517823,0.003431016,0.054840863,0.004374406,0.807004635,1.681302615,0.363745423,0.810311689,1.069804792
28,"bc7e242ce75c1d7908827efb7f552072",0.009075337,0.677172705,1.986825545,3.100312634,0.8109095,2.654317287,0.90135233,4.201463127,1.799371584,0.102037768,0.03773949,0.974731536,1.166344493,3.240338461,0.327602787,0.324309877,0.012372031,0.031206038,0.268478328,0.295743657,0.183185311,0.239173743,0.215995543,0.792679332,7.760661158,0.209934634,0.898439948,0.055283744,0.005569076,0.053406333,0.005623784,0.803754397,1.802001329,0.360870488,0.805312872,0.96088434
28,"7677cc2c9526eb30d8729f6ae29df23c",0.008274322,0.661108428,1.93528739,2.968359328,0.780034493,2.789299429,0.941619932,4.17037005,1.773963323,0.1174796,0.041833821,0.859250437,1.188560864,3.609998153,0.26800674,0.336644324,0.005676887,0.032002237,0.21597684,0.57693547,0.186698326,0.225856364,0.193433487,0.773479927,6.331054312,0.231989055,0.89853094,0.058429567,0.005587689,0.038925564,0.00604721,0.769625853,1.759351603,0.356038854,0.842522316,1.014710648
28,"ddc099c688acbaa72c23844dd79f65d6",0.006970523,0.643175205,1.965166605,3.264772458,0.771676233,2.692770026,0.829461608,4.152405897,1.501997719,0.078613611,0.034234498,0.995525642,1.184082393,2.827376437,0.28434931,0.291422319,0.02584387,0.036909788,0.27147962,0.328645892,0.179951329,0.230589269,0.208413123,0.773203865,7.343973441,0.205391017,0.878971592,0.054368274,0.006526316,0.052115931,0.002391789,0.786055619,1.844538428,0.376520334,0.766898435,1.020025242
28,"52cc5476947fed58548a0758d78ab220",0.011803955,0.698987325,1.973766206,3.148254426,0.752931407,2.527723483,0.874520258,4.213058484,1.680296295,0.095981234,0.037826311,0.956944662,1.165692975,3.408709995,0.315295069,0.332187565,0.013032489,0.03358396,0.402657992,0.258302019,0.188266839,0.240838496,0.207476772,0.782934966,7.692117223,0.232497929,0.897604813,0.054137474,0.00562883,0.05555848,0.004545855,0.829635092,1.881935671,0.363177826,0.818757164,1.023167915
28,"99e546fe03bab4c62275cdca91717160",0.007694128,0.665863252,1.901745901,3.286636748,0.843531634,2.472627806,0.867511658,4.181882269,1.727752328,0.107545862,0.031236206,0.804847169,1.360358453,2.788007643,0.415632037,0.296246981,0.008701494,0.029799696,0.453202771,0.191546438,0.191708605,0.233226514,0.235811825,0.753642266,7.78819436,0.216759525,0.895345264,0.058893161,0.002991489,0.043128934,0.005020136,0.783020566,1.669793113,0.374180101,0.719066209,0.994497084
28,"7e4eedd3b456520e2fdb054c2bb8b824",0.011773836,0.692624257,1.988009392,3.196009003,0.801237615,2.502490605,0.850467104,4.206551182,1.815338781,0.09205866,0.041786422,0.953931432,1.165231201,3.670629262,0.330762177,0.303570664,0.01560969,0.027818102,0.49615171,0.166612941,0.187177443,0.236796604,0.202937322,0.796909433,7.81645919,0.232972153,0.895384959,0.053611815,0.00550462,0.056772023,0.004792314,0.824752698,1.854112927,0.354576135,0.824002376,1.004293008
28,"061188f250399e8205ec1752c89aa42c",0.009391916,0.667471378,1.967969835,3.237031204,0.779434987,2.734229629,0.89957529,4.159193534,1.865292472,0.110340659,0.039930867,0.897799427,1.172530681,3.177763665,0.298791174,0.301004473,0.012014707,0.032517781,0.361190908,0.236396198,0.176590046,0.236112241,0.205185855,0.759863705,7.53373965,0.235643133,0.894820063,0.056933944,0.005216086,0.050950935,0.004794645,0.80596095,1.860606412,0.354393211,0.772025747,0.927947735
28,"779fbbbd1bdd51db549f327e2ea2ff50",0.011544536,0.70482564,1.964502823,3.639869285,0.717949908,2.471745798,0.836525521,4.130666528,1.75076267,0.090658942,0.034634811,0.877810384,1.152075101,3.254926748,0.344454966,0.312984475,0.007995697,0.035685677,0.621472613,0.186125515,0.1936801,0.235624992,0.197265423,0.805460386,7.638576133,0.243633014,0.887276767,0.04713067,0.006389737,0.053691909,0.004009626,0.835593127,1.923097929,0.39129213,0.805160485,1.028399288
28,"aa468a626bd010aa3153ace1ac064ce8",0.008367222,0.644101514,1.909382825,2.995680442,0.699366421,2.669081606,0.98486064,4.242069045,1.844178411,0.113864811,0.049588792,0.85671962,1.176449299,4.520239638,0.22872154,0.275089412,0.037489354,0.038477206,0.384309654,0.237093131,0.184285182,0.232149388,0.194174043,0.770477919,7.526407952,0.270210762,0.897265696,0.056075343,0.005173838,0.040371096,0.00490391,0.783213894,1.944754408,0.377521609,0.813958013,0.996910462
28,"c79adc3c47a85d7ef37315f6d58e4244",0.010791429,0.648421635,1.966478809,3.204182297,0.838431896,2.561001621,0.919752193,4.051884024,1.620952711,0.084675286,0.042260794,0.315396491,1.261265728,3.461015383,0.298619403,0.321317227,0.023480519,0.033670551,0.364292059,0.294934659,0.172418142,0.234016529,0.217343845,0.793635781,7.516733377,0.233786337,0.887108346,0.056353991,0.004117,0.052578367,0.005651874,0.811581062,1.884061087,0.382537214,0.802736877,1.038473834
28,"f50c958cd9b9a2354a62a40cf5cb95cf",0.011545339,0.682792918,1.956194491,3.335123827,0.773718772,2.936267656,0.938425942,4.143796708,1.531373171,0.073440824,0.043063877,0.960445123,1.162439282,3.253750953,0.280859404,0.363320941,0.0115537,0.028753192,0.464554464,0.232312944,0.183043875,0.23661239,0.196352626,0.750240203,7.795005782,0.229101474,0.884078271,0.059379488,0.004197626,0.055478059,0.004573712,0.795074072,1.889197383,0.393065819,0.807325878,1.022115518
28,"31f15cd35e618754c788ece179d83d27",0.005989844,0.656712135,1.980386896,3.196532793,0.795420028,2.687748904,0.854770675,4.175714779,1.594602775,0.092853699,0.0309362,0.990975267,1.174605628,2.987958355,0.290220599,0.307166604,0.018057668,0.039291501,0.299558876,0.301694348,0.177505419,0.234741125,0.210400939,0.789152595,7.533665174,0.210619623,0.893691194,0.055476771,0.004913593,0.05333605,0.004230246,0.800792562,1.828819209,0.37189827,0.782969079,1.03638445
28,"7c1a33f9cff71ec9b82552c6a0429768",0.011625491,0.67593453,1.952313435,2.922613456,0.776336574,2.658640055,0.920972729,4.246747296,1.567818136,0.107000897,0.034775789,0.823313963,1.271012094,2.968369316,0.306999875,0.32607601,0.006594631,0.043240318,0.313945618,0.285741645,0.173972389,0.237577652,0.19941122,0.748438891,7.456795465,0.223731098,0.887534013,0.05910776,0.004710724,0.036061618,0.005359033,0.787787166,1.826422355,0.355923676,0.82814129,0.986117466
28,"b0fa992f35602d8905f26058ceb7d410",0.00597124,0.668887959,1.984712442,3.21311163,0.772161282,2.687588524,0.856422158,4.224747144,1.622265081,0.103464702,0.025439832,0.98429808,1.17354585,2.977305588,0.287336503,0.312095674,0.014171778,0.038434402,0.289481313,0.336051482,0.175416492,0.236166417,0.212121085,0.779925663,7.609803345,0.218111494,0.889914467,0.053313049,0.00216033,0.053812953,0.002218711,0.800317754,1.829199579,0.366931255,0.786099311,1.034939077
28,"b939ff6e0eb71042fa6a98c8a3a47370",0.008930148,0.671312581,1.94160992,2.897657779,0.789304671,2.825084261,0.902040887,4.128978049,1.615140539,0.109938708,0.034160642,0.909079789,1.249508767,2.858672238,0.313835377,0.320743623,0.007735891,0.046047483,0.308043702,0.329584571,0.177127493,0.230576907,0.199328642,0.763732687,7.410635322,0.22614347,0.891913257,0.058569688,0.00518584,0.040233964,0.005910854,0.757906316,1.7453198,0.3606571,0.831574975,0.978593008
28,"0bae03f434aec69006d4381930337878",0.008275959,0.677628865,1.938184377,3.007719848,0.815389281,2.905008049,0.850464604,4.071472063,1.660996288,0.10731602,0.034762331,0.757757389,1.274447588,2.800838448,0.363396563,0.29205038,0.022545622,0.02768348,0.347525764,0.333707,0.183137876,0.221777953,0.204221015,0.780385507,6.60429929,0.239945592,0.890495521,0.058480866,0.005972548,0.030225343,0.005252401,0.772595322,1.727441409,0.372714894,0.864489241,0.953715313
28,"65a51c1219cf58b98968591994e33330",0.011200307,0.687925365,1.961467633,3.19898876,0.789205906,2.741936292,0.953097558,4.143027462,1.646548656,0.085259873,0.043861982,0.921243921,1.168635595,2.843935775,0.264152618,0.34056824,0.00503544,0.030163289,0.256604515,0.435519753,0.185619757,0.237343345,0.208231563,0.740779454,7.993889236,0.208122967,0.892326856,0.058355189,0.004537528,0.057794816,0.005152203,0.80786525,1.814131917,0.379137413,0.820478823,0.898113972
28,"99a5c6d028e9923a4212bbf3e2f58b9c",0.009916845,0.683489431,1.955723659,3.272564832,0.793108402,2.832732081,0.930010447,4.156602011,1.640766891,0.083121408,0.04360635,0.941023518,1.161430211,3.127733518,0.268892855,0.3426245,0.009917149,0.038944845,0.31327961,0.319609286,0.185888921,0.235824124,0.203946074,0.751194011,7.903892378,0.220322196,0.885524743,0.057601544,0.00236559,0.056103891,0.00432195,0.804511199,1.827646036,0.381508882,0.811502982,0.95737529
28,"dc5d1f644eefb1348e1f8bde11892a3d",0.007920973,0.6741348,1.875018298,3.258303674,0.789803417,2.534670081,0.895466524,4.190282734,1.828254105,0.109173596,0.035754766,0.729029286,1.357337277,3.747335107,0.420279682,0.287430862,0.011999296,0.031297817,0.394537623,0.254856555,0.186005482,0.233914307,0.23801779,0.759529481,7.606255793,0.215354963,0.893378933,0.058785448,0.003308473,0.031777131,0.004854789,0.80393415,1.722540364,0.375997617,0.764250291,1.029000051
28,"f4cafb921acc07830cb5342a5ca80106",0.009086645,0.654010433,1.982810304,3.165713529,0.806074066,2.687859483,0.858156754,4.14569169,1.593866881,0.090927144,0.030644261,0.989912772,1.172723182,3.114952005,0.294085734,0.308296439,0.016336455,0.032618635,0.302977836,0.308450768,0.183918447,0.241409875,0.214300427,0.801116827,7.51478827,0.214359434,0.898864091,0.055828023,0.004196592,0.058170025,0.005361497,0.805596415,1.826735084,0.370865479,0.783116461,1.046359032
28,"bc2020c33bc1d23948b85054fe9e14f6",0.011805558,0.67206451,1.991641501,3.036406205,0.76210357,2.54814768,0.886485419,4.250414939,1.823126655,0.100623319,0.040961617,0.878145255,1.250784433,2.889387998,0.289859138,0.330096493,0.00712316,0.036084492,0.273155011,0.451312492,0.182850118,0.240500601,0.20849136,0.777750602,7.474165,0.217924337,0.893438834,0.059775516,0.004622242,0.054216513,0.004419966,0.790523486,1.775147053,0.351489866,0.826003541,1.001162604
28,"7dcb4cf5525aa8b7fdf47497d6f8a9b7",0.010928536,0.688314027,1.951287849,3.313537036,0.788657897,2.828663112,0.941999554,4.121116466,1.615583768,0.082416261,0.043289709,0.921736644,1.164748732,3.019107599,0.254702399,0.342752428,0.008138115,0.039536219,0.297301985,0.332465508,0.184588912,0.235317649,0.205008957,0.738789036,7.946434411,0.21792838,0.88505117,0.05849678,0.004065697,0.056622385,0.00485902,0.806980825,1.820365354,0.38912688,0.812817072,0.915443816
28,"c6d070ac3c708defc4ca62067ab20c21",0.008912629,0.670192433,1.903812433,3.287337597,0.868061696,2.443355959,0.871902492,4.246962759,1.73442293,0.106225359,0.032327307,0.755594832,1.420610961,2.705334897,0.401610081,0.304476745,0.004468275,0.025513355,0.463304737,0.189696405,0.19109837,0.232779224,0.232826845,0.753452891,7.68217418,0.21585645,0.897053352,0.05825766,0.00273909,0.045147854,0.005238013,0.782428612,1.668309087,0.375222409,0.719373509,1.010558977
28,"2e4525c2dbc75150aa3976f48d6b1635",0.0117895,0.684123703,1.953385647,3.337237771,0.777024595,2.911852637,0.935503281,4.157788915,1.573523963,0.078630807,0.042040649,0.948286313,1.153952269,2.961078912,0.278498732,0.349010078,0.022378891,0.034369858,0.431108842,0.22424316,0.183506203,0.235514667,0.19933355,0.756088784,7.830483384,0.225585838,0.883566424,0.058499408,0.004284564,0.055808349,0.00477312,0.797911914,1.854451111,0.391452978,0.806938805,1.017561644
28,"6c9d07ba5a89cb464bca4f358642b161",0.008655361,0.662897453,1.985459397,3.175758128,0.837837405,2.662747721,0.849787312,4.235419854,1.876499915,0.098124446,0.042095237,0.968817256,1.168344999,2.941462721,0.32698376,0.320859529,0.026022681,0.037278896,0.34698352,0.334286848,0.182040973,0.230960841,0.223045206,0.788183811,7.843446143,0.226305048,0.890903276,0.054006753,0.004217029,0.050576299,0.001993738,0.786088372,1.780389432,0.372966335,0.831433991,0.915524313
28,"fe218b33a4478624d44d2cc39fb43a9c",0.009398076,0.677905376,1.978697819,3.463707574,0.773628973,2.959802829,0.94489285,4.104274776,1.993453026,0.112744096,0.034044574,0.847634477,1.249455845,3.269335795,0.308769595,0.310741012,0.022215762,0.031024933,0.315715793,0.309421255,0.171523947,0.235392994,0.196007159,0.780209447,7.723746749,0.228999146,0.899104209,0.055953554,0.004778087,0.048702332,0.004365821,0.769502184,1.809224311,0.361412195,0.783415511,0.946973647
28,"62a26f9ab74256d1b38370c7656a0c02",0.008730423,0.66462235,1.963930252,3.294553507,0.738113906,2.803178669,0.957032693,4.20379219,1.927936953,0.114068111,0.04048295,0.710443171,1.282845177,3.672251822,0.291797698,0.315137373,0.000336885,0.029378054,0.232789706,0.351691935,0.173964909,0.237913503,0.200754824,0.769065855,7.068445691,0.243554352,0.895286872,0.058981225,0.004076818,0.051115186,0.005114696,0.772331023,1.887125978,0.363539127,0.814251195,0.893745335
28,"7d12a44ca176e710fc67bce5c46ce5a0",0.011737179,0.696549112,1.925779745,2.795136753,0.859579683,2.858432159,0.806749997,4.086888533,1.67561466,0.098063306,0.040721692,0.993542558,1.186634559,3.205770041,0.351225935,0.301303676,0.011270701,0.033151367,0.334481331,0.375163941,0.186008996,0.238983759,0.200943937,0.75785225,7.512260506,0.221431716,0.896941119,0.049538529,0.004473517,0.046565268,0.008529847,0.772992679,1.663608842,0.356367751,0.795352201,1.025201973
28,"a1471756bb9fee52b1122a13b65c7263",0.011269316,0.665173697,1.973725878,3.091440061,0.736488404,2.664366083,0.866462429,4.234065884,1.901641686,0.098188215,0.0419898,0.867556204,1.249382798,2.713438198,0.259237339,0.314931434,0.029619235,0.039167032,0.283211481,0.427742873,0.183857195,0.242263941,0.208700721,0.807245311,7.441517348,0.207108476,0.893128715,0.058354201,0.004146052,0.045805763,0.005265655,0.78849271,1.750154518,0.354538793,0.810433323,1.024674348
28,"ac83d3e8321b38a8c9d228f4405554cd",0.009773616,0.6694431,1.992491682,3.094989397,0.809571077,2.771553057,0.937910798,4.214124416,1.910237918,0.10002019,0.04103994,0.989488458,1.165118649,3.15068945,0.270434059,0.322102112,0.003111404,0.032918092,0.269892331,0.311752649,0.175001782,0.245585694,0.202845685,0.780320767,7.92044764,0.210993953,0.895388616,0.056421887,0.004076475,0.056432811,0.004029484,0.791443316,1.818230765,0.352649937,0.790679772,1.024156213
28,"5d7d1bfd4a43bfb91e9df27089bba7e1",0.008929182,0.651442339,1.980416006,3.380093225,0.658942098,2.917029941,0.907855335,4.139034628,1.695424205,0.080128703,0.037639129,0.859894537,1.412365709,4.81544194,0.316227834,0.267561387,0.003490938,0.031604777,0.389037044,0.297256988,0.190702511,0.238566518,0.203155961,0.750347139,7.994297273,0.250510688,0.878420054,0.058197493,0.004927455,0.031480337,0.00481674,0.751148568,1.752418397,0.382271258,0.870753732,0.96203816
28,"35cecbf747d47c4f5996bd8c4853ca72",0.011304987,0.686660891,1.952607548,3.270220603,0.768122951,2.54317136,0.899473104,4.107598975,1.842396025,0.097094904,0.037487926,0.691420319,1.22148559,2.970286383,0.34326867,0.292907037,0.014222748,0.034434244,0.273111544,0.335377621,0.178214862,0.235212686,0.21474952,0.778295447,7.701706965,0.218382942,0.899388152,0.058362475,0.0047052,0.05316234,0.005236024,0.784504174,1.783936198,0.35547788,0.808705301,0.999350488
28,"b4c6a2a5c1beaf409f30b4ece106b2c2",0.007687695,0.655306867,1.98375425,3.18563807,0.794748304,2.688784502,0.857005039,4.175490152,1.610370491,0.091167229,0.030840268,0.987204937,1.168386303,3.059184784,0.287697415,0.309980608,0.015060631,0.033951902,0.299593711,0.311884535,0.187519782,0.243105068,0.216406816,0.795358241,7.563964946,0.221857145,0.8962256,0.054009313,0.004934021,0.058660735,0.007050223,0.801558654,1.831827425,0.366493892,0.784891123,1.040812283
28,"21999dc2b1816f0ef0176714be23a8ce",0.008902274,0.70017318,1.959963014,3.812913224,0.832860092,2.509528535,0.906451123,4.241825953,2.108944257,0.100637138,0.039596773,0.279159098,1.473584542,3.562088222,0.373694439,0.281772877,0.002052863,0.029607145,0.344550415,0.29278384,0.178835693,0.236902568,0.220841668,0.75773138,6.931161066,0.227874319,0.883438256,0.048008036,0.004193023,0.043800665,0.006348694,0.853914222,1.910517488,0.444657615,0.867193583,0.971917608
28,"56cd988b38201523c2941ef0d39870ac",0.009481097,0.667214222,1.988644423,3.319728751,0.730512514,2.590208506,0.922535601,4.152200717,1.754901533,0.104721428,0.034136413,0.73829846,1.155545075,4.640876867,0.255250508,0.256427062,0.023661432,0.027667454,0.235205583,0.444029523,0.185378919,0.243466272,0.200193776,0.821285307,5.488214066,0.275295467,0.888713569,0.055083755,0.005758414,0.046211829,0.003395378,0.779646848,1.948623737,0.389150693,0.827453574,1.005830424
28,"89f99bd9c6803df38f956bf3ca93084d",0.01071573,0.631844047,1.968565085,3.149082413,0.801243841,2.334913241,0.966825603,4.163295519,1.676168923,0.068366807,0.048521754,0.296786117,1.349353363,3.052062461,0.323099135,0.288839049,0.010449458,0.027479833,0.242256681,0.319820406,0.171591559,0.235474127,0.214621005,0.81586841,7.555814313,0.245396672,0.888595875,0.058688394,0.003761228,0.054268282,0.005549768,0.827535469,1.93832442,0.402415367,0.822710098,0.969880955
28,"75950a7090ad5dd67f9d295d510755e6",0.009605628,0.64898,1.99148339,3.118878497,0.820498837,2.666235518,0.861703819,4.269441131,1.884134092,0.100269103,0.04153356,0.971714297,1.169711969,3.494110165,0.31163895,0.300342047,0.013762207,0.035598494,0.304687411,0.313997765,0.185756194,0.237400327,0.210376006,0.780245599,7.9487012,0.232476008,0.895410662,0.048372984,0.003238676,0.050449931,0.009090491,0.789472031,1.781851751,0.362987277,0.81173988,0.928759284
28,"b4feb999369a38885a7ec599f90c2909",0.009085398,0.703384403,1.876296281,3.197509012,0.699260607,2.4672522,0.9340815,4.072737734,1.942029307,0.105565784,0.042317736,0.595971205,1.394155517,2.73338055,0.412003672,0.29441933,0.014859027,0.029960741,0.316921952,0.275683412,0.179791294,0.236861044,0.224402649,0.759957276,7.661633115,0.193055095,0.899848674,0.055625053,0.002984101,0.015615319,0.004887912,0.817552786,1.810548456,0.373581961,0.813964849,1.029396361
28,"756c352d88a8fae6a43cde8a3ecdea34",0.010209491,0.668226495,1.981350957,3.184511357,0.719098996,2.653076812,0.930158445,4.054324982,1.852593622,0.091407105,0.049772553,0.741629696,1.247132414,3.513725113,0.33165025,0.27567635,0.009334048,0.034116721,0.364833733,0.228723179,0.183693688,0.232286513,0.209405148,0.761840164,7.615192704,0.223293061,0.882065644,0.055524199,0.00517294,0.046480096,0.004576193,0.819241478,1.911510217,0.37348049,0.849303009,1.001858686
28,"9387dfdb147d870e0bd9b1fa134b89a8",0.0103742,0.648501625,1.975318677,3.227279286,0.783397625,2.689078588,0.842100998,4.153213924,1.53529566,0.083475888,0.033013982,0.995063292,1.181646369,2.924136543,0.290200544,0.29862026,0.024149744,0.036350566,0.28457941,0.320467132,0.178831486,0.232711523,0.20791296,0.783679826,7.408971968,0.203744713,0.884571823,0.057489879,0.004676247,0.054031054,0.001156811,0.794702471,1.835527326,0.377339003,0.774026944,1.026704936
28,"f9a120613352fd3148bb3ae34feaf7ce",0.011567947,0.654953704,1.926897239,3.17404095,0.808399098,2.592809007,0.944052971,4.201840097,1.658921094,0.086533156,0.043000446,0.355693813,1.314555902,3.03999974,0.283893042,0.303073714,0.010890425,0.031201249,0.250529188,0.3216697,0.172316928,0.231391518,0.213038832,0.783123079,7.225227578,0.222393347,0.89260499,0.056571131,0.004105532,0.049335754,0.005817937,0.814265079,1.853665722,0.37145737,0.799553824,0.987512364
28,"822bee1d38794394a89e4c3a65676727",0.011582319,0.668611118,1.980784592,3.253276029,0.787406174,2.785627829,0.956400646,4.136557639,1.906864145,0.095128893,0.044130694,0.977240478,1.163781361,3.48900577,0.285624164,0.325310263,0.005727997,0.027907783,0.260367232,0.324435604,0.176526963,0.242725939,0.20462911,0.760163789,7.772664011,0.205843674,0.885367725,0.05873812,0.004591662,0.059642827,0.004703508,0.795806593,1.814037282,0.361085726,0.790498165,0.986955401
28,"a0fa1d6deb135e5e63ac73a267e07b8f",0.011612681,0.665383242,1.985812432,3.039675994,0.78236848,2.59085839,0.905966537,4.268067355,1.856742558,0.097796652,0.043008991,0.915700965,1.215332096,2.913491615,0.279191732,0.327243266,0.019224963,0.02999235,0.259345103,0.376929455,0.178536953,0.240905755,0.216382631,0.776195543,7.536338151,0.212709107,0.896867452,0.058718734,0.004610671,0.059270009,0.005012046,0.795043589,1.804425535,0.355715906,0.81794449,0.984982497
28,"5b2281eec71aa57bdef0cd3765b3a596",0.008691512,0.677233294,1.955737685,3.097906505,0.805023096,2.742007959,0.91336411,4.201638352,1.646052109,0.082106181,0.045041126,0.955676077,1.164884998,2.911639224,0.29585075,0.344018476,0.019544126,0.027825674,0.278672069,0.398044148,0.189136976,0.238868078,0.204459582,0.757755196,7.906124719,0.206237719,0.893827747,0.057132557,0.002724869,0.056670271,0.003498292,0.808840422,1.846151353,0.363488662,0.825730691,0.980101754
28,"f2fd31a3493669620633866f12169933",0.011598812,0.646910874,1.957164544,3.029964347,0.746610978,2.663671048,0.913884679,4.255193476,1.530284237,0.112930015,0.034694765,0.652681927,1.271512902,2.858714256,0.263303402,0.336889067,0.003153594,0.037492192,0.299280414,0.380130201,0.17678593,0.227730994,0.196987432,0.752197692,6.203971653,0.233046847,0.885901257,0.056398446,0.004642825,0.030924845,0.00528026,0.772007894,1.861201579,0.370482959,0.829059278,1.007063604
28,"a891611d7c95582cbeef798e58f4a9b7",0.003999268,0.672492692,1.973614394,2.80338605,0.758776722,2.934036972,0.856696405,4.010064006,1.816487346,0.120683944,0.040783154,0.966979387,1.185890395,2.771503061,0.324605599,0.284046142,0.030185983,0.0324241,0.222987708,0.411963454,0.186776822,0.221407443,0.195351317,0.771676699,6.365054401,0.250423488,0.899091912,0.059547429,0.006300019,0.040605014,0.006534331,0.717038035,1.648638261,0.365236985,0.865810331,0.842928027
28,"9922fd7c79efe77cbbd0a4d88f4b956b",0.011417675,0.655821465,1.886078084,2.989760343,0.581401604,2.648980624,0.876985101,4.001514268,1.286097187,0.075086357,0.029285785,0.292759498,1.338670114,3.270865944,0.283420086,0.251696187,0.006093575,0.038626119,0.646683392,0.1426448,0.200010159,0.257298361,0.194074739,0.836159076,7.328319079,0.286794715,0.872576386,0.052451166,0.004854651,0.017627441,0.005470628,0.713031421,1.73609705,0.395043303,0.846462277,1.012917894
