"nhits","uid","acqres","clinsub","comp_rt","cscal","dx_ageA0","dx_hiv","eta","g","infclr","infnon","infsub","kA0","mortOT_hiv","mort_hiv","mort_hivstrHIVart","muDc","muDn","muHnt","noTart","noTart2010","nonrec","nonsub","p","prog_ageA0","prog_hiv","prog_hivstrHIVart","relfit","relnon_r","relnon_s","relsub_r","relsub_s","subclin","subnon","succ_strs","t","unnoT"
28,"b5a7361bc1053e8b3a7bcc0469d5578c",0.011591978,0.668268842,1.988235703,2.983337507,0.817089742,2.698384648,0.880560588,4.16675325,1.762196914,0.091863296,0.042001777,0.975448276,1.160972299,3.126923122,0.330334423,0.314663425,0.014645732,0.033077292,0.369777539,0.30583331,0.181279743,0.23766698,0.206688472,0.785649755,7.953398662,0.219493106,0.892541624,0.057941022,0.005101741,0.057705633,0.005332837,0.798162997,1.747355261,0.360653222,0.804714725,1.053652708
28,"de6d5c92d8a48a47005a4ce31c12fa6d",0.011218099,0.68572164,1.991011996,2.849657977,0.795661732,2.726403765,0.867572576,4.205482438,1.686611706,0.101239626,0.040833675,0.996092704,1.16952903,3.233226859,0.339794345,0.333902379,0.005032698,0.037068106,0.301539736,0.340354986,0.183456222,0.240439457,0.201073497,0.767087857,7.747194097,0.225605048,0.893156482,0.058550496,0.00505271,0.056377808,0.005683172,0.803226401,1.757136778,0.352229699,0.813062909,1.018966667
28,"a1349640bd647fa639fc3db507df79c4",0.01153315,0.67052021,1.993425194,2.887710868,0.811188311,2.663061914,0.871096684,4.192051403,1.717871477,0.096936704,0.041283616,0.978297644,1.152070628,3.181646154,0.342273906,0.320483193,0.003142725,0.037013988,0.296370521,0.361298442,0.182053804,0.238181093,0.206130895,0.777591744,7.919553276,0.21568853,0.887045109,0.058507077,0.005079597,0.057797482,0.005115993,0.806815953,1.745990601,0.35422337,0.805705964,1.05713977
28,"3c8f3a28aca213a8846d2aa43a183162",0.010221762,0.658271532,1.937743408,3.27767689,0.832902052,2.85556553,0.905183136,4.00468398,1.661588677,0.09348318,0.03546292,0.624408834,1.238564354,3.913884081,0.204257167,0.311054636,0.009345085,0.030931851,0.255276751,0.30032803,0.175413594,0.22454643,0.223899553,0.789443557,7.827049934,0.196240507,0.894962534,0.054024811,0.005366114,0.032581003,0.00652639,0.772531542,1.79051065,0.382495471,0.786788378,1.030178799
28,"340348c744336abb00d2edd0307c0c42",0.007569285,0.659177996,1.976284974,3.237077342,0.771933891,2.684660491,0.832498968,4.132336706,1.489843654,0.100016262,0.019624603,0.975053667,1.189304509,3.009918671,0.297743237,0.29633189,0.009759516,0.040025573,0.270936414,0.363896368,0.172116556,0.238250718,0.208847807,0.78684996,7.320123932,0.217467411,0.885133002,0.055734441,0.002622941,0.05633755,0.002534608,0.803176288,1.832290613,0.37717121,0.776195504,1.046905243
28,"f7b4b56f033624d4087827ea8a6374cf",0.01142628,0.663149744,1.991774341,3.034966758,0.833636831,2.697431203,0.870359231,4.218403511,1.807658132,0.1004289,0.038595218,0.963867556,1.172010281,3.418544032,0.313224465,0.313135694,0.011786597,0.028550458,0.33508998,0.230830537,0.181457587,0.235094334,0.218534429,0.783948574,7.852355094,0.215015922,0.893915827,0.058835225,0.004921952,0.059292963,0.004287881,0.801186504,1.780958985,0.358253179,0.822106085,0.987050823
28,"62c28336b74a301de6d71208ff1e78bc",0.007899359,0.633595015,1.940683779,3.261596223,0.711385709,2.728355466,0.973511067,4.199200761,1.939645175,0.109007163,0.045407322,0.900890492,1.188327942,4.128744028,0.264289316,0.297976168,0.019063241,0.039315147,0.221583937,0.340287967,0.182297117,0.23842793,0.203553308,0.785777262,7.042015407,0.253359535,0.897060586,0.058444696,0.004673328,0.049979352,0.004227616,0.811794439,1.92480914,0.367164848,0.797297062,0.946851812
28,"24fc8984d7be82cfd10e066ec3eb24be",0.0073579,0.668877321,1.986713384,3.050128544,0.83043729,2.698363869,0.880145829,4.222593422,1.813347697,0.097410596,0.040395805,0.958822932,1.1679446,3.401709569,0.311027029,0.312198406,0.009401637,0.031474234,0.329812317,0.237961446,0.179701015,0.23900881,0.21950697,0.78601302,7.861872651,0.21489408,0.894031953,0.053765528,0.004772803,0.052006244,0.006353604,0.803638234,1.78063651,0.361547569,0.810363146,0.979298676
28,"bdb48fed264d93110716cfd54eef5e7f",0.011913269,0.69333477,1.980010923,3.166735232,0.767285395,2.455484674,0.879808067,4.196870781,1.679785126,0.096821359,0.039724453,0.932715264,1.167989055,3.231603098,0.332825363,0.317406522,0.015375833,0.038670224,0.50152557,0.225968253,0.187828438,0.240139025,0.207168919,0.771573699,7.79615691,0.232881938,0.894440342,0.053052734,0.005373466,0.055394486,0.004891664,0.819232601,1.881038782,0.360143956,0.822907614,0.959842494
28,"eeec5bedb3afae86cf098a369dc03663",0.008297348,0.65562637,1.968005893,3.192185337,0.688788256,2.517176566,0.94663943,4.129300794,1.894246771,0.102050348,0.044649761,0.762790708,1.184325858,3.179979397,0.287405059,0.302502681,0.003933022,0.02906798,0.237834813,0.312732801,0.179792399,0.243095363,0.209565484,0.735533711,6.293827674,0.222108645,0.893364396,0.055320331,0.004907439,0.055874428,0.004860782,0.813629869,1.876149721,0.388584429,0.84991635,0.955989549
28,"dc5db36fffaa61d9d9fe794001e1eca0",0.008156813,0.660874816,1.898844118,3.121307383,0.817328445,3.244327704,0.776010717,4.045317244,1.673893984,0.094559277,0.031521368,0.814200403,1.171604505,2.81210662,0.376662342,0.272015087,0.024242272,0.030142153,0.419261261,0.189318654,0.190691642,0.220723538,0.213375861,0.809702295,7.389692194,0.233993534,0.892529607,0.057124706,0.007096163,0.052655088,0.005115409,0.737398885,1.614062601,0.393796258,0.843410385,0.962074914
28,"e10bc83c09339738d9b4859e5cf0212e",0.008125022,0.694843566,1.872991158,3.019557388,0.668426529,2.605818539,0.953434041,4.111015419,1.906547565,0.106728014,0.042456324,0.711509672,1.293296089,3.887621213,0.404443144,0.268582179,0.018863655,0.030510715,0.295803808,0.334846975,0.176784087,0.236507249,0.226055838,0.762705825,7.716223632,0.211400927,0.89229387,0.058149802,0.004194461,0.019030133,0.004522353,0.824705131,1.831132218,0.374028072,0.84903879,1.029180507
28,"767028e6376b133d99c5ce8980fb34a5",0.01161197,0.680591247,1.96699308,3.247349012,0.784966777,2.838776898,0.925552952,4.185556331,1.669451466,0.085542475,0.042151492,0.961676737,1.15766887,3.305500739,0.278440941,0.342365901,0.010524999,0.036307093,0.348637118,0.30992078,0.181875978,0.237133478,0.20301281,0.766335997,7.88643724,0.224404139,0.888241565,0.059389034,0.004537197,0.057112978,0.004925991,0.800054848,1.832669029,0.37719502,0.80906772,0.99509046
28,"68d6b49314d36c23cf92c3bd8c34a5b6",0.008823257,0.677074923,1.986908789,3.146917722,0.810363055,2.640472549,0.894872089,4.206575368,1.820823804,0.102637473,0.037887636,0.978977757,1.165698888,3.099572863,0.329694838,0.326443996,0.015023384,0.034041856,0.265655723,0.331813152,0.183556437,0.238927872,0.215986348,0.792970605,7.754061202,0.212628675,0.899248083,0.054138724,0.005231883,0.051980093,0.005952873,0.798920101,1.803803108,0.364379782,0.807173597,0.939343697
28,"023416662d5236839b57d066cd538412",0.011580654,0.672945874,1.957610056,3.13112009,0.804761275,2.82671307,0.892315311,4.218927832,1.66150342,0.07931415,0.046238709,0.992077776,1.16846224,3.707443928,0.300248365,0.349768365,0.009506617,0.031564807,0.308162808,0.344778894,0.182273625,0.239382344,0.196960077,0.771199281,7.793238788,0.221097903,0.89116219,0.058472496,0.00452531,0.057258148,0.004556725,0.803462558,1.876142374,0.361942038,0.819054026,1.010208933
28,"a1269bc1afdc000d71eb6a44b39df680",0.011636422,0.654860803,1.97026722,3.202320522,0.671843314,2.695590496,0.930474966,4.046875293,1.767086456,0.114194601,0.034619401,0.865483082,1.36804499,3.999006011,0.373089213,0.26234772,0.006442418,0.049670788,0.460668025,0.204422345,0.18851257,0.235170864,0.225195034,0.757678743,7.915562566,0.241150561,0.891862999,0.057882515,0.005802611,0.041292148,0.004266948,0.744077665,1.885249673,0.359222527,0.852979604,0.999649498
28,"879c62f2a4d03594b162210394cf9a18",0.011460032,0.668526593,1.99084135,3.017159307,0.774783921,2.634694252,0.887933284,4.228489872,1.870907139,0.101837065,0.041479556,0.899534924,1.250761802,3.174861123,0.305329098,0.334156917,0.013632734,0.027743533,0.359235781,0.304710293,0.179921152,0.240118102,0.214130366,0.801095916,7.642255544,0.218740904,0.896870633,0.0579109,0.005034165,0.052979061,0.005034044,0.791711188,1.754139006,0.369598926,0.809393038,1.01001274
28,"121d7c6c9521accaa5555679d0aaecf7",0.007148743,0.680032751,1.923664649,3.102483897,0.725920089,2.590494182,0.918637847,3.963621594,1.747801554,0.10469533,0.036838211,0.961942085,1.245868749,3.11034562,0.366023347,0.290296573,0.030106233,0.038475859,0.336168202,0.257960683,0.183839963,0.237713493,0.217085258,0.750577548,7.877648364,0.229819101,0.896360082,0.05928881,0.004449232,0.044698889,0.004648447,0.773475808,1.763649683,0.378597812,0.796374967,0.940163193
28,"a62e1c0074d581047de581300221493d",0.01114044,0.690910593,1.937932235,3.085562058,0.714646712,2.656086835,0.96858932,4.207765362,1.834858304,0.100797327,0.043717758,0.707478874,1.3061034,3.240296088,0.310563047,0.319465455,0.006655393,0.04067172,0.30748292,0.292480995,0.175065042,0.237916901,0.208795239,0.761581042,7.707645623,0.222716601,0.884786934,0.058414653,0.004787449,0.04345736,0.004800698,0.792016256,1.832734798,0.366818483,0.865416696,0.994296854
28,"fa3f6346d12bbe429f0657d5c14b016d",0.010901104,0.677518964,1.996721358,2.939052947,0.80192958,2.580250268,0.873007284,4.212305103,1.809285709,0.102139327,0.042673886,0.756711982,1.305910176,3.31795,0.293235974,0.323779003,0.006508549,0.032401394,0.368696087,0.305878613,0.176946791,0.241118071,0.212864268,0.800657133,7.864857149,0.215535034,0.896841699,0.059007244,0.005078664,0.053269072,0.004997047,0.783689793,1.774727446,0.367061364,0.807338479,0.991140916
28,"a36f6df22493a2bc7077eaffae03f6de",0.008989807,0.681186582,1.935370459,3.261274409,0.806045886,2.925150108,0.916802636,4.168248169,1.546070204,0.068181755,0.050470612,0.963810957,1.173728104,3.531117168,0.287461215,0.361622395,0.006250836,0.029872491,0.340591491,0.296310463,0.187060638,0.237226765,0.18926877,0.746552516,7.686180302,0.225956274,0.88211014,0.056682661,0.002786306,0.055076438,0.001756291,0.802472002,1.902427433,0.37934775,0.819374221,0.968540647
28,"3ce386ecd8dce78f46cf213f625ec243",0.009748304,0.650209636,1.975365016,3.13496821,0.790474267,2.698115888,0.854544472,4.144889622,1.615210586,0.088060394,0.033233317,0.992131002,1.172453232,3.331077539,0.301622969,0.302042786,0.009837501,0.036994403,0.275646424,0.393657845,0.182428477,0.240558654,0.209074722,0.797882549,7.543890967,0.221478516,0.894469133,0.056087049,0.005799613,0.059559699,0.007925955,0.796337287,1.820425616,0.362796965,0.787045522,1.055733377
28,"bf9a729c2321b00b19363daa24dd8b26",0.009445536,0.654308195,1.956283168,2.993890337,0.837427901,2.67025226,0.843928516,4.19543841,1.636390969,0.101160068,0.032384794,0.876146494,1.20778744,3.544533243,0.320992986,0.315315036,0.006820501,0.026608645,0.42557987,0.246087147,0.182494779,0.239884756,0.220466182,0.777725397,7.374483682,0.240674549,0.88680411,0.053490439,0.004127273,0.033798405,0.005217215,0.84116454,1.758549081,0.354296065,0.826967386,0.977694191
28,"7777415f3a97f74c41f03ffda1e75198",0.009823275,0.669626952,1.925972939,3.218107244,0.847943043,2.660699457,0.881079358,4.226155751,1.666279961,0.105112683,0.028991803,0.793759342,1.2590571,3.403594173,0.327537808,0.314814425,0.006703261,0.030286147,0.28836766,0.300411481,0.188906742,0.240946289,0.214517599,0.774747167,7.089196958,0.240675423,0.893624299,0.053003239,0.004209006,0.040130338,0.004446053,0.850464629,1.753852361,0.36216168,0.828105731,0.905840289
28,"73520d593ed087a5a7ef2b0c2c991d7d",0.010145427,0.655670707,1.95034984,2.95877329,0.747982853,2.671461177,0.923534304,4.262187065,1.788180708,0.109153567,0.044270582,0.897787623,1.191738985,3.688781538,0.278099197,0.294067113,0.042744326,0.036599941,0.428745861,0.247863529,0.182064039,0.236344984,0.194466904,0.777024345,7.596564103,0.239311764,0.89935011,0.057845348,0.005251238,0.048593241,0.005149539,0.799504525,1.875529563,0.372088848,0.812961594,1.04203237
28,"3d633b0d93b2e98ec7a2a66e69aafbba",0.00722013,0.643379565,1.973144141,3.018649985,0.804584031,2.733117461,0.83859001,3.984171235,1.573526652,0.09497037,0.030657345,0.961564989,1.176022651,3.210605398,0.309918179,0.310919766,0.002185343,0.027369546,0.558609698,0.145063611,0.180495714,0.237699737,0.21954723,0.765258313,7.804651167,0.23002152,0.886073323,0.054565632,0.004364542,0.02236063,0.005165532,0.832115532,1.813594842,0.350602215,0.865596308,1.023887839
28,"9ff2b6b419fb679dd59cbbdbb520d916",0.011435083,0.641947777,1.948459269,2.846793794,0.670181857,2.42443019,0.904527878,3.931933794,1.75762954,0.097518658,0.052822784,0.643127157,1.328221138,3.07965656,0.287096926,0.240695494,0.020211483,0.030513241,0.327453361,0.291921505,0.194320418,0.231397741,0.206892485,0.756556414,7.690310087,0.215392499,0.879315367,0.05688067,0.005712608,0.04416698,0.003716591,0.818951972,1.910364821,0.364803667,0.861780213,0.938044346
28,"c5e48061fef7aeb949ae4b5f6c228425",0.006455708,0.641885527,1.959734006,3.279016938,0.763406884,2.692103116,0.814274119,4.109387612,1.435518593,0.081029976,0.027801184,0.986237098,1.19231518,2.871785033,0.290334253,0.28368367,0.019271585,0.034416367,0.256555352,0.361305691,0.179251813,0.236264661,0.208792289,0.775155124,7.198584749,0.213101981,0.878512389,0.051992652,0.005191767,0.056296956,0.006071886,0.789957175,1.848430776,0.376488169,0.761503157,1.031671674
28,"34aa2cc928bf9ce11f9c355830612b99",0.011333243,0.679331566,1.966552333,3.240218997,0.784802613,2.835355579,0.921359468,4.158835843,1.61431086,0.081222342,0.043119827,0.965191234,1.163477468,3.357891736,0.278444066,0.355381629,0.007913041,0.033730545,0.379826399,0.3067067,0.183087763,0.237311035,0.201430435,0.755547925,7.910338681,0.223149659,0.88951638,0.059150521,0.004358102,0.057516726,0.004290983,0.801329998,1.860585426,0.380467387,0.810706248,1.003934948
28,"0c5d50a1002287717542c3608d40c479",0.011844344,0.717600202,1.958005298,3.615125104,0.742115295,2.340904364,0.869039108,4.157605323,1.710984247,0.084171395,0.036287984,0.869377898,1.158540615,3.560629532,0.338362159,0.285602065,0.003530052,0.035228235,0.583946274,0.147062958,0.191930191,0.239385177,0.204413201,0.795285686,7.477811103,0.256149445,0.884217429,0.047715145,0.006305723,0.054212879,0.004567918,0.825586611,1.984507845,0.379394362,0.845706935,0.938282197
28,"08d4d4cb7a5a5ccb55320ea283911432",0.009147895,0.648504316,1.935386968,3.057657316,0.724297663,2.716731182,0.938493451,4.152299204,1.920445739,0.114991431,0.048042438,0.939077757,1.183852931,3.995849184,0.250991095,0.286702052,0.02103285,0.042818078,0.319402507,0.257483998,0.181660924,0.23343205,0.199653226,0.77201807,7.240779951,0.252653065,0.890369239,0.056351036,0.005140668,0.046879098,0.004809463,0.807227637,1.908903745,0.361932669,0.79236835,1.00838482
28,"0d1b8eff4c281be761bbd2e5bd557dfd",0.011445009,0.661170637,1.967659948,3.099215311,0.748734644,2.783284769,0.88404752,4.241137469,1.987047589,0.097216822,0.043831094,0.963600447,1.203506087,2.868881329,0.28143748,0.316942568,0.033089813,0.031726381,0.360496192,0.262332028,0.181713717,0.240949726,0.211991074,0.823874836,7.791546956,0.203299219,0.892649764,0.055300673,0.004701517,0.054830653,0.006117122,0.793755049,1.737940378,0.371495585,0.808143773,1.033819439
28,"1d5fb00a52463c4126f19239be3bf232",0.010306293,0.644226696,1.961784945,3.401147213,0.680764083,2.749447405,0.977682132,4.226368097,1.849004854,0.101007038,0.032439983,0.844237084,1.15080372,5.778720766,0.24034517,0.292636542,0.016255898,0.036792304,0.233862724,0.421304627,0.186746448,0.245500097,0.215808163,0.818428565,6.973354772,0.268214973,0.898087923,0.059628887,0.005464394,0.054285711,0.003550451,0.783598532,1.922339364,0.371564858,0.870759861,1.044814692
28,"2f741cc6bff3d94947aada0dcc8ff42c",0.011733687,0.660016335,1.973487878,3.011685105,0.802765264,2.803711595,0.896450406,4.220251044,1.819004678,0.104459479,0.039244986,0.852737683,1.173935889,4.063584905,0.312793541,0.322595605,0.009027553,0.037923932,0.296477293,0.387002444,0.182044109,0.242549569,0.214975072,0.81144254,7.987862896,0.2265573,0.899050494,0.059497037,0.005131929,0.058086344,0.004587315,0.79544115,1.80602655,0.361448606,0.804886013,1.039561023
28,"75d88e6dc9f748828489137c1b178afa",0.008701632,0.654933808,1.994154366,3.206555265,0.658902178,2.720354464,0.908156493,4.081395189,1.4270086,0.083336302,0.026561161,0.907645793,1.286435917,2.890754468,0.308896045,0.27770743,0.007943618,0.039555136,0.499502515,0.240390908,0.193787084,0.241884524,0.212480176,0.814792222,7.851651178,0.247106719,0.870134372,0.055143726,0.005555288,0.038245682,0.004985005,0.754757089,1.784997073,0.374802678,0.840021809,0.96745609
28,"d2fb4dc58ab97f7ada334e131bfa4db2",0.008306923,0.658710178,1.996793386,3.367403165,0.712517032,2.533364834,0.898681705,4.149076115,1.813296239,0.104292071,0.034693699,0.622999992,1.229845888,4.774903862,0.215941338,0.235077955,0.027790779,0.03589263,0.281356711,0.3976908,0.186996702,0.245035854,0.202238254,0.836238,5.773074747,0.288761523,0.890098441,0.055079842,0.005547749,0.048817631,0.003215225,0.774375403,1.971739577,0.399448184,0.838370016,1.007489208
28,"21e0c7f6b554dda9d3c73a644291b9a9",0.011373368,0.676929015,1.895127446,3.073173838,0.827553359,3.318180563,0.767608654,3.928525127,1.647970065,0.105609823,0.024580659,0.874203604,1.184501676,3.037197351,0.392678363,0.281337086,0.020801239,0.037044885,0.454254757,0.19748592,0.187692758,0.220677749,0.217159384,0.817716905,7.730980187,0.225244239,0.893614036,0.05758069,0.007116229,0.056066819,0.005701324,0.735144198,1.59327305,0.391761963,0.850144254,1.011421703
28,"c29ef46fbf4699245bc2bc655ae3cdc1",0.009813564,0.693159945,1.980551911,3.262349355,0.718289437,2.650653976,0.958821474,4.197237158,1.805989289,0.094861793,0.041435138,0.773977376,1.217870656,2.932152393,0.313696057,0.356134881,0.01017945,0.032230135,0.296950409,0.383653183,0.176729159,0.235655382,0.215854242,0.749428203,7.717874939,0.201150325,0.888726158,0.058325356,0.005008042,0.053984786,0.004487838,0.797403537,1.807621378,0.367430961,0.858193564,0.976530762
28,"09d5a629ef3c40f9e85d3e8eb068b930",0.01095735,0.657106821,1.963161625,3.166811334,0.821785006,2.630295369,0.922703278,4.135617791,1.733483916,0.090317011,0.042232295,0.515730385,1.219803371,3.125922126,0.297487177,0.314683426,0.028363006,0.033681329,0.297989084,0.353188699,0.171780476,0.234858921,0.213282749,0.793685998,7.342448531,0.219508088,0.890638125,0.056630918,0.00439687,0.051067598,0.005523138,0.812921427,1.83334286,0.371296562,0.806228155,1.009062533
28,"8548412e25330c17234914ca31f8b1d5",0.0106245,0.653723507,1.973539905,3.193911768,0.826009254,2.76572717,0.829237585,4.163552957,1.59053515,0.101332622,0.024646744,0.684304342,1.218503829,3.31871054,0.322676104,0.305534226,0.009955232,0.033469703,0.382120163,0.264916902,0.182694283,0.240774891,0.225474022,0.776687558,7.185489583,0.237112105,0.891345803,0.055724715,0.003976071,0.027069837,0.004890719,0.840969605,1.753654612,0.353490903,0.831982609,1.010200932
28,"8f5a463d632a4d305979f6ce6eb75bd3",0.011682082,0.675581068,1.972951051,3.159467925,0.789416573,2.817771095,0.914465834,4.225106862,1.693493379,0.085351374,0.043211878,0.984906168,1.159431822,3.480347988,0.296289775,0.344429175,0.009525853,0.030689586,0.346572571,0.340740101,0.181535582,0.239050718,0.201224209,0.778130166,7.845210108,0.22351662,0.892108618,0.0594083,0.004630574,0.057469467,0.004708267,0.798345423,1.849183211,0.36576979,0.812640765,1.023710843
28,"67debddc203924acfa8e278f33112c8e",0.011781906,0.67083116,1.981187406,3.244439974,0.778523927,2.755555359,0.939968942,4.14838346,1.854768956,0.095311477,0.042271342,0.974587669,1.154292066,3.843919953,0.301404221,0.327442358,0.007689872,0.031868434,0.272942549,0.357408012,0.177190293,0.243221664,0.210108088,0.765580491,7.756239157,0.207503922,0.885855684,0.058527875,0.004903098,0.059317652,0.004726888,0.791798538,1.798220836,0.357229196,0.793727719,0.983673068
28,"529f44974b71812ff59bd0c0208ea854",0.011314997,0.671590056,1.988687874,3.123618211,0.784571477,2.781253507,0.941247231,4.180424958,1.891561981,0.096583932,0.045095605,0.969037491,1.164667398,3.698742919,0.27493063,0.313838828,0.001879803,0.0263535,0.268275946,0.298034539,0.176785888,0.24190834,0.204323693,0.770955137,7.809092534,0.212031334,0.891053482,0.058686285,0.003987182,0.058704723,0.004291517,0.799116655,1.810980463,0.356878674,0.792944123,0.996187779
28,"b34f1015fd24eed9a4a3ea933a492cc5",0.010865933,0.675159819,1.956073148,3.217477562,0.793451631,2.806537415,0.892471184,4.150596192,1.569987394,0.0802285,0.042631109,0.963089243,1.156454302,2.940924393,0.286541762,0.356612973,0.030462057,0.038496561,0.409355874,0.24317257,0.186880467,0.236074785,0.202365591,0.752128848,7.973665417,0.215324146,0.890458174,0.057293562,0.003245806,0.058162728,0.00319971,0.808263224,1.867234303,0.380902034,0.813209857,1.054632102
28,"d0b21bd2f20218ed7bb900e420468465",0.00845694,0.650603235,1.99069542,2.912775845,0.847392687,2.684934196,0.791710726,4.19948065,1.547834813,0.091265529,0.030535577,0.98051089,1.176300087,2.916220357,0.304291149,0.293434084,0.019455804,0.028707412,0.358550205,0.283455674,0.183884427,0.240244455,0.227860148,0.750259103,6.319527546,0.262769244,0.887937883,0.052506212,0.003836287,0.033828241,0.005385138,0.858909354,1.692600878,0.361007664,0.830785302,1.002004816
28,"0cf11b45258775b2b4d783bdc45d4e74",0.011124647,0.650107953,1.942633457,3.281225567,0.83599937,2.542523053,0.908499876,4.10776619,1.652896875,0.082749961,0.039254227,0.359042387,1.279536093,3.179823465,0.246188882,0.309178707,0.001930451,0.033720999,0.236231918,0.336099116,0.168329469,0.231137297,0.213457882,0.786737253,7.244156438,0.217327913,0.896363013,0.055939626,0.004728228,0.040195404,0.006412883,0.791588769,1.83641212,0.379422796,0.815277703,0.977312777
