"nhits","uid","acqres","clinsub","comp_rt","cscal","dx_ageA0","eta","g","infclr","infnon","infsub","kA0","mort_nutmoderate","muDc","muDn","nonrec","nonsub","p","prog_ageA0","prog_nutmild","prog_nutmoderate","prog_nutover","relfit","relnon_r","relnon_s","relsub_r","relsub_s","subclin","subnon","succ_strs","t","unsucc_nutmoderate"
18,"c34192f81ee76059cebd8e7ce38b5059",0.011631441,0.717542793,1.513882406,2.372727716,0.36919097,0.794330185,3.492464362,1.411927683,0.095116982,0.016482944,0.436455112,2.312223623,0.085306668,0.001105224,0.160789628,0.213149135,0.293031224,0.859521363,1.457013211,1.82510413,0.659569988,0.855329101,0.047369049,0.003397343,0.031478126,0.006713544,0.924526495,1.975824301,0.442200634,0.851222476,1.091909709
18,"5a8fce01f972dc1ad00aab30b239e8a1",0.011876938,0.718137208,1.471302812,2.111654631,0.357457602,0.77460884,3.490464047,1.22696564,0.095339021,0.012916527,0.444201816,2.219794115,0.088547315,0.006666399,0.151549896,0.210591513,0.294874908,0.891680565,1.454042901,1.820945172,0.651362846,0.848280735,0.042202831,0.001179883,0.02954593,0.005402806,0.92696852,2.026151009,0.456432619,0.855401925,1.145719987
18,"beb56d6ebdccbd04e7989131040074cd",0.008122277,0.715451838,1.481398766,2.112987946,0.358032647,0.776867241,3.496171159,1.209790003,0.086534548,0.016846364,0.444713003,2.225660029,0.090038024,0.008901123,0.152054871,0.214347304,0.290706517,0.886919137,1.451882486,1.824719916,0.641783865,0.846565518,0.041974753,0.002092023,0.025669105,0.008706093,0.928492055,2.026796309,0.452117194,0.855660169,1.156223365
18,"b4ba566f67b735c3a735cc02dd47ddbc",0.011212428,0.700101889,1.48610037,1.627265688,0.315945128,0.900591045,3.300087389,0.947172662,0.105493462,0.011047288,0.536846173,1.999355315,0.083903888,0.013363968,0.147499524,0.210460783,0.28698564,0.878245301,1.464194022,1.813344351,0.645166802,0.83313048,0.046882073,0.000183586,0.023030212,0.005995499,0.923819157,1.966807204,0.42831344,0.843055557,1.188601756
18,"ab1f9d1c0029e18fb8f79975d880cd80",0.011726397,0.7188815,1.480332068,2.152480419,0.353660707,0.753537465,3.460273849,1.2707884,0.096434764,0.011334353,0.434480041,2.231243076,0.086977507,0.007017543,0.151285827,0.210007783,0.297947767,0.89538521,1.461773196,1.829083487,0.655886176,0.84849642,0.043191695,0.000704659,0.02962332,0.006231466,0.932839338,2.013637295,0.45845051,0.859600635,1.123742384
18,"e73fc63c57a7b44c754ea5a391beddec",0.011888352,0.717897402,1.484447968,2.292829634,0.367273148,0.767526914,3.465985392,1.291338746,0.092221528,0.010169756,0.400682753,2.404883107,0.08484958,0.004467749,0.148191343,0.212562535,0.295088851,0.897970914,1.463934584,1.827386484,0.652594661,0.849695384,0.045665623,0.002624061,0.029455296,0.004800179,0.934719,2.024429891,0.455543383,0.857606612,1.13070421
18,"9bab62fb4477e8c12816e5a12de55f20",0.011824034,0.709850651,1.48226553,1.812088419,0.328177846,0.859095416,3.361825136,1.095088496,0.104366265,0.01148948,0.506958824,2.155183504,0.080194702,0.015764341,0.148159265,0.210556187,0.290067834,0.888196741,1.463558026,1.821052323,0.648159616,0.837420424,0.044832061,2.78e-05,0.024103244,0.006058532,0.930217718,1.971355128,0.435830883,0.849669468,1.159607143
18,"5b12b95e9cae0106578a8cc5c48499e2",0.010596633,0.718857886,1.478850903,2.123142369,0.357634961,0.770983405,3.482621,1.233104148,0.096904911,0.011769888,0.439188162,2.22291275,0.087135522,0.004850746,0.153534581,0.210833049,0.295782569,0.892810312,1.454371126,1.82338579,0.650735974,0.847785032,0.040510979,0.001829633,0.029675753,0.007173597,0.929653532,2.023381904,0.457661771,0.859273567,1.143233044
18,"5c17797f1a7a5a25b5b0a85ec3d1af91",0.008278413,0.716603474,1.473621286,2.123219769,0.355270107,0.76742595,3.480463861,1.241051097,0.091429774,0.014525434,0.441029291,2.225888356,0.08709483,0.004870158,0.150880203,0.210681719,0.296043567,0.889650612,1.456293292,1.823210946,0.651273635,0.847778779,0.044744367,0.000651658,0.02815575,0.007009675,0.928075079,2.02003626,0.455327558,0.856729868,1.140709307
18,"724d246587146722dc0cf92a7b8e517f",0.011276336,0.717181994,1.507988135,2.227581567,0.372597882,0.766229661,3.5282527,1.411754742,0.102367715,0.010317829,0.443979914,2.280921514,0.078344449,0.007774953,0.150003775,0.212077966,0.294017329,0.900497643,1.461391042,1.839536783,0.638093566,0.851791936,0.04156533,0.001270839,0.029066302,0.005473887,0.934922968,2.015827046,0.458572585,0.874726152,1.117187916
18,"1be3aa45e8e3a820e1c114f6c9d99d69",0.011937767,0.714897354,1.503176563,2.155470121,0.357726166,0.753029488,3.465341078,1.32160812,0.099566467,0.010733975,0.445341005,2.33421219,0.085158003,0.007129766,0.152198362,0.211039461,0.297171006,0.895036112,1.468682971,1.836668007,0.656461831,0.85612955,0.04118749,0.000583453,0.028562948,0.006420368,0.934046079,2.004199569,0.456621563,0.874518535,1.110461514
18,"e014dc256a0c57dfd62780864bc6cfab",0.009269019,0.716918059,1.506699533,2.151028662,0.356952972,0.757460123,3.474187269,1.324432318,0.098710644,0.010204292,0.446545095,2.343283001,0.08272928,0.007328119,0.152382848,0.215635044,0.296244224,0.897231203,1.468176922,1.835686193,0.655744304,0.857185408,0.043937405,0.000369483,0.02713542,0.008326244,0.934006773,2.005275732,0.458867774,0.876325534,1.116099462
18,"dbec462e18bae7bcf0de8961c443d8fc",0.011857198,0.719039915,1.482059974,2.156999997,0.353287437,0.751392558,3.457252875,1.274625167,0.096526787,0.011092798,0.43324718,2.232551879,0.086828669,0.007238737,0.151245455,0.210244933,0.298329312,0.895901693,1.462619244,1.830104833,0.655839863,0.848421023,0.042995549,0.000726182,0.029621974,0.006381805,0.933753119,2.012399667,0.458493871,0.860135036,1.121765107
18,"efd82726560c724d0064adc7705450de",0.010287658,0.713766517,1.505984792,2.131004151,0.357210219,0.759112848,3.470963013,1.31183496,0.099624068,0.010813543,0.451860408,2.369872779,0.084680722,0.006535199,0.152792304,0.212919492,0.295885451,0.893725278,1.468493943,1.834850832,0.657720404,0.859409382,0.041856644,0.000476917,0.028188279,0.007119676,0.932001048,2.004028113,0.455742579,0.877323668,1.114897483
18,"ddd0618b60da05669d2e4f19e6a52480",0.011563234,0.719228441,1.48698539,2.268645301,0.362680255,0.757573291,3.455406356,1.296865247,0.092849354,0.010776035,0.408305146,2.363096192,0.085756342,0.006464269,0.150245396,0.211719134,0.296782934,0.899188466,1.463854959,1.829738939,0.655329266,0.848976415,0.043188886,0.001231931,0.029343723,0.006487064,0.935962301,2.016147076,0.456665065,0.860431273,1.123191438
18,"688deb09219eab962b5194fcca485a99",0.010623428,0.715428758,1.474548527,2.117920981,0.355363048,0.770611162,3.489063167,1.227935709,0.08831985,0.014994151,0.443590824,2.22336436,0.087727345,0.00772547,0.148764168,0.213716923,0.294980342,0.889739691,1.457007353,1.823826788,0.646028634,0.84755874,0.04466288,0.00124618,0.028429469,0.007613239,0.929144402,2.024072308,0.452165812,0.853552242,1.147206313
18,"76abe821298e5eb16c13b91356ee4185",0.00508242,0.716703423,1.508946259,2.15572962,0.358265744,0.758892373,3.482266868,1.334802956,0.095624443,0.010855683,0.446302858,2.33970878,0.07989585,0.007765209,0.147983025,0.216246443,0.290405036,0.896265461,1.46696069,1.835760606,0.654214539,0.856409178,0.04550011,0.000471665,0.028504485,0.006466963,0.936525718,2.007324635,0.457588495,0.879100633,1.116419287
18,"85a2a67214af39d90ed740fa7a4d19fb",0.010447085,0.719404861,1.527715729,2.324200389,0.369731396,0.807679106,3.511205393,1.39734465,0.093237039,0.019041342,0.438197943,2.29313141,0.084861049,0.003068777,0.160440486,0.211391965,0.296260126,0.857032237,1.460559839,1.827724505,0.656893714,0.857021149,0.038873681,0.00358338,0.032702353,0.007992117,0.9227227,1.970932275,0.44515882,0.850530491,1.090420973
18,"c5ea9a5eaf18e76ac5f340b1f6965095",0.01172723,0.716678922,1.46882721,2.114486209,0.354330355,0.770181454,3.488701804,1.233317445,0.091731219,0.013650058,0.444376906,2.221335186,0.086384281,0.007295481,0.148668254,0.211464746,0.297363745,0.891153439,1.457720198,1.820803409,0.652092204,0.84771971,0.045166179,0.000737704,0.029552341,0.005602604,0.927375795,2.023344008,0.453133422,0.854321604,1.143159026
18,"539107925a4053ceaec09ef2d5066698",0.010783623,0.717721964,1.484598096,2.134362531,0.357753752,0.766208973,3.470949673,1.246064668,0.090805187,0.013360436,0.436766942,2.231650682,0.094070274,0.003671608,0.148455949,0.216675747,0.292214235,0.889952806,1.457907356,1.82908929,0.638094859,0.848431778,0.042272063,0.000472231,0.02723316,0.009550961,0.932314143,2.018988174,0.457399609,0.852734732,1.139084161
18,"22b36783a4dfc171b36e670487a983fe",0.011934936,0.718153686,1.513472543,2.193775264,0.356372501,0.75708171,3.472205945,1.331766235,0.097788557,0.011990047,0.435512963,2.211083699,0.089578042,0.001458972,0.154992142,0.212561648,0.298501817,0.892005755,1.464781569,1.838440834,0.658233178,0.853050085,0.04363095,9.84e-05,0.028164249,0.005913061,0.934701228,1.994240404,0.45752385,0.863707917,1.103075871
18,"b4d11731732eca0dc3e38c3443d9dd7e",0.011490358,0.716388191,1.50919562,2.332756198,0.367488408,0.777879395,3.475688205,1.39942129,0.096782381,0.015151946,0.426796471,2.306767513,0.085247529,0.00663895,0.158541362,0.21128646,0.293741098,0.869883253,1.460870443,1.829032803,0.659592691,0.853437357,0.04159492,0.000289415,0.029891809,0.006454594,0.928693091,1.979196145,0.44840047,0.854094941,1.093844126
18,"9a9f208562c478ce6eb771351c76eaac",0.005150207,0.707061576,1.517615489,2.078016423,0.366819695,0.783057886,3.510919505,1.322680997,0.099236082,0.011093901,0.471397165,2.467699641,0.083693272,0.003801671,0.14531082,0.2156969,0.285598654,0.887891085,1.463339279,1.833573525,0.652646642,0.870048323,0.04083414,0.007461234,0.032375372,0.006583021,0.933199393,2.008893747,0.44505099,0.890662196,1.122898008
18,"0be4672483102b9c57c67da7ae6bf56d",0.011792827,0.719360691,1.485309311,2.163755735,0.352989245,0.748530961,3.452785588,1.279612293,0.096870604,0.010630144,0.431115506,2.23451796,0.086543747,0.007328602,0.151539833,0.210566774,0.298766899,0.896610658,1.463553686,1.831592538,0.655650257,0.848250176,0.042465516,0.00088125,0.02966314,0.006829981,0.935173643,2.010673747,0.4587492,0.861345195,1.119255495
18,"95ba2fd5a96cd389811db6dabf9e22bb",0.011932856,0.710458835,1.488286475,2.045485492,0.344411114,0.812162947,3.450509795,1.196121771,0.098027791,0.011177673,0.458933739,2.161478127,0.085657819,0.00528569,0.149088252,0.210612948,0.295965618,0.885850877,1.462942404,1.820677551,0.64891058,0.841537901,0.044215318,6.57e-05,0.026484382,0.006018883,0.937987082,1.999677094,0.447195777,0.863398265,1.11882936
18,"1a2c9243f03901bee5048f3bb3755827",0.011802666,0.716278646,1.505603224,2.321190404,0.374377664,0.766761917,3.477198952,1.42269875,0.097661519,0.015196346,0.42358075,2.299942749,0.085009075,0.00881229,0.158798388,0.211511726,0.294496082,0.876852425,1.461514637,1.830982356,0.659012841,0.850740686,0.042093636,0.000424415,0.030032902,0.00643754,0.928148231,1.974412657,0.446879262,0.856423704,1.103011343
18,"29dc4375631733966d0979743695665e",0.010113324,0.716113822,1.486686012,2.28530263,0.364181393,0.760984408,3.462221474,1.290628739,0.090405313,0.012608026,0.406566395,2.390492673,0.08550057,0.00490405,0.151520658,0.210501986,0.295638036,0.897751597,1.46029927,1.825572751,0.655874701,0.851470589,0.045488008,0.002305953,0.030258777,0.007346931,0.935345946,2.022730534,0.455936815,0.856589924,1.125345621
18,"70773d6378842303a217f7476a049d6f",0.01138009,0.71750618,1.478590136,2.109785491,0.35625792,0.777009107,3.495854781,1.212909337,0.093514691,0.011699612,0.441508133,2.219171517,0.083155655,0.005158682,0.151384639,0.213585091,0.298206399,0.891925998,1.455301509,1.819970361,0.647692297,0.845905017,0.041222812,0.002652814,0.030505434,0.008782304,0.929817207,2.026997797,0.452288709,0.859222418,1.153777705
18,"1e064b487ab927d537d39b2ca0d2e797",0.011240225,0.718942076,1.484666568,2.288453018,0.366088568,0.765546474,3.46297899,1.29112967,0.091289969,0.011564474,0.404768064,2.397087291,0.085841325,0.005619992,0.150252234,0.21153976,0.296384304,0.898892228,1.461094992,1.826296662,0.654445355,0.849319502,0.042626633,0.001002617,0.029382237,0.006945304,0.93493324,2.020106532,0.455473674,0.859404862,1.129656752
18,"9f275464eea17a3a5825d5003157f4ca",0.011793631,0.719402027,1.486198536,2.166748768,0.352713507,0.747052663,3.450757196,1.282410551,0.096856251,0.010510936,0.430445988,2.235390559,0.086428545,0.007512883,0.151539951,0.210580022,0.298929738,0.896864428,1.464064296,1.832232106,0.655940062,0.848202227,0.042460697,0.000898652,0.02961437,0.00690375,0.935661248,2.009799625,0.45880274,0.861724498,1.117823769
18,"65c234b157b644bcf10dbd33db5b6414",0.011923217,0.71078679,1.487344155,1.939647523,0.340550484,0.817365637,3.423645695,1.168668514,0.098692539,0.012255165,0.479207142,2.188625787,0.079483644,0.009418712,0.149551917,0.210634774,0.294204749,0.898733291,1.461044938,1.815317596,0.647102912,0.840062424,0.044451864,7.94e-06,0.025604398,0.006179215,0.939888838,1.990533027,0.444310177,0.862323167,1.123750477
18,"669803dec59e8fc8a1206acc663929aa",0.010304818,0.715944761,1.503310004,2.431938078,0.382697863,0.789203889,3.50047917,1.460300573,0.091794519,0.019421295,0.439972344,2.308173841,0.087010718,0.004414136,0.160891748,0.211054477,0.294636436,0.855510839,1.456687208,1.817291147,0.657597275,0.857121961,0.039683348,0.004309348,0.033240311,0.007736827,0.920760762,1.965093519,0.441406751,0.851861373,1.096321659
18,"4621bd59547d4f49b29d37b7afadd61c",0.011742523,0.719386088,1.485650779,2.164289901,0.352994439,0.748355672,3.452465524,1.279873521,0.096919815,0.010567604,0.430912397,2.234650429,0.086491313,0.007303785,0.151640538,0.210563636,0.298776486,0.896647019,1.463547881,1.831710051,0.655697442,0.848214194,0.042392657,0.000916143,0.029644907,0.006893532,0.935290107,2.010552722,0.458794945,0.861545508,1.119124124
18,"c01d3105c5eb7c1a218b21f8c65c364d",0.01037096,0.71701193,1.479738605,2.295402035,0.364375209,0.768151072,3.465922779,1.285729191,0.083616504,0.015246292,0.406112409,2.416749579,0.086077538,0.005064467,0.147896823,0.210481353,0.298583468,0.899108914,1.456343769,1.824943974,0.654841722,0.845205306,0.042773125,0.005092916,0.027779063,0.007634978,0.935722379,2.024063706,0.452946248,0.862453525,1.130554666
18,"a49ee401876a4c2896bae85817fd3d5c",0.011803374,0.716146027,1.519182202,2.346992989,0.371589964,0.795083607,3.492893635,1.412039621,0.096764836,0.01706738,0.428242649,2.321360575,0.084529422,0.005393602,0.161447533,0.211745063,0.292477683,0.861563958,1.459685645,1.828542021,0.657697196,0.855225759,0.041648887,0.000706492,0.030987935,0.006615471,0.925416037,1.97357289,0.445291136,0.849844692,1.091745359
18,"8efd222614184e9920d48ee60e114170",0.01123229,0.714676927,1.50871087,2.38274283,0.377462383,0.786637664,3.492896462,1.433647747,0.096110219,0.016868589,0.432150484,2.312017323,0.086104815,0.004219892,0.160465747,0.211375264,0.292709897,0.860604156,1.458743705,1.824357251,0.657262951,0.855714062,0.040198789,0.000903307,0.030268562,0.00702825,0.925042296,1.973204152,0.445561031,0.851549581,1.095633709
18,"0200f5e9f8ab194d7d3d82cf9813381d",0.00879461,0.717163366,1.482141602,2.290290126,0.363630111,0.765162035,3.463374173,1.288225738,0.087522196,0.01309377,0.405668121,2.406873518,0.085911382,0.00434254,0.148195297,0.211142609,0.296859042,0.898354231,1.458454483,1.825322793,0.653492087,0.844340902,0.04508505,0.005098387,0.029163484,0.007377492,0.93598738,2.026153878,0.453377505,0.861458749,1.127082423
18,"ffeb7a8e022d609fc3e877729c1a2a07",0.011000902,0.718425704,1.475040175,2.125335934,0.355981266,0.76817492,3.478778418,1.242145696,0.096617412,0.011444245,0.439013271,2.223000128,0.086318093,0.003155363,0.151700198,0.210720534,0.296984779,0.893059781,1.456939398,1.823102721,0.652245341,0.848275853,0.042860958,0.001122254,0.030391011,0.00734655,0.929447683,2.021658209,0.457710639,0.85767955,1.139141762
18,"f13aa361c96b8052dc51a7618817094e",0.011570629,0.711108888,1.509015044,2.116829352,0.361539179,0.768066714,3.486182683,1.317499833,0.101218883,0.011198648,0.460358753,2.402289216,0.085135604,0.005124149,0.152602608,0.212129295,0.295252095,0.891035129,1.468156857,1.833875743,0.655744979,0.862354713,0.040657702,0.00046415,0.028237562,0.006520594,0.929634257,2.006013271,0.454273973,0.880791003,1.11708552
18,"399ce200c46512cdec5d038cc684260d",0.011647851,0.714233614,1.497863881,2.354038932,0.375419868,0.762548809,3.476428502,1.426105881,0.096195261,0.015138709,0.431365073,2.279972338,0.088292796,0.005423291,0.158592746,0.21158893,0.294274567,0.874853698,1.459476514,1.825535293,0.658369392,0.853965247,0.041747789,0.000490118,0.029947304,0.006365447,0.928276862,1.978287623,0.448652748,0.857897183,1.102425037
18,"f3c75e5daadd32696f056d6774c92780",0.011954447,0.714865537,1.497558721,2.003378805,0.354604468,0.793408654,3.410220064,1.209150283,0.099429943,0.011406772,0.467727298,2.130385932,0.08653765,0.007937873,0.149952677,0.211663056,0.295244305,0.892663491,1.466194522,1.825225316,0.650798289,0.846849742,0.043941024,6.14e-05,0.026269917,0.006134609,0.93852899,1.992147618,0.447281459,0.861412704,1.111441506
18,"dce2e234f8bb7653daedcd109a5a96c4",0.004184154,0.713732315,1.512372057,2.201149059,0.369712711,0.766415502,3.524628428,1.401790577,0.098760182,0.010047132,0.442397754,2.308053297,0.079651664,0.008078945,0.141928072,0.214716705,0.283610336,0.89591911,1.458922312,1.83694934,0.639923068,0.854228599,0.045258755,0.006278052,0.032665028,0.002339421,0.939646611,2.015007936,0.454214167,0.88167998,1.119537007
18,"7f3c396dc05f740f2d51c8b5762229f1",0.011480003,0.716242823,1.486345384,2.287262602,0.365116778,0.760296564,3.463842699,1.290108395,0.090572184,0.010360827,0.40195277,2.393137665,0.08553602,0.004400517,0.148937625,0.216134244,0.292822234,0.900195794,1.464340145,1.827782664,0.654190305,0.850718142,0.049249634,0.005191702,0.0303677,0.006420362,0.934327526,2.025366107,0.457469197,0.853473582,1.125723401
18,"ab8e7953c57b4450cdfb837fbad7a961",0.01034265,0.717792716,1.487744416,2.129564102,0.354941205,0.767723513,3.483173141,1.227833421,0.091938808,0.011795663,0.435897386,2.22640358,0.085415703,0.006341788,0.150995865,0.215748633,0.298356663,0.892844669,1.457210506,1.825990041,0.643533258,0.845553762,0.040171581,0.002797674,0.028975826,0.009571186,0.933894865,2.021416232,0.452129556,0.859665131,1.147252203
18,"86ca3b5748c887fb6d98c55c6aaaa819",0.011272536,0.71769974,1.480060366,2.120165168,0.35628189,0.77145198,3.483775082,1.230367348,0.092147868,0.012234775,0.439084425,2.224655794,0.087747836,0.004084607,0.148975506,0.215186837,0.296555727,0.891121804,1.457376695,1.823382405,0.643290325,0.847046989,0.042281704,0.001413119,0.029334848,0.008893098,0.931011449,2.022670763,0.45409379,0.855703168,1.146040715
18,"c93f656d8b53853c73023b3d51994806",0.011887282,0.708781985,1.482151693,1.848378243,0.333913939,0.842015067,3.394833018,1.112039214,0.102098205,0.011944433,0.491464789,2.172728482,0.079363777,0.014048208,0.148852309,0.210209867,0.293160776,0.893266734,1.461874173,1.81838734,0.645399282,0.83640781,0.04509592,0.000181143,0.024546582,0.006156457,0.936390736,1.982969555,0.439626487,0.856214661,1.144185677
18,"cd8c7fc1f66661881f9f337fc5be0fc8",0.011715315,0.714780181,1.500843194,2.334714067,0.366978609,0.765823748,3.470834938,1.390699524,0.09556643,0.01444278,0.434805388,2.27021076,0.088962155,0.003369019,0.157841646,0.211502595,0.294620023,0.874118329,1.460365879,1.826177442,0.658213945,0.855889518,0.0417451,0.000446441,0.029805446,0.006300416,0.930362993,1.985770419,0.451903071,0.85774325,1.096353931
18,"0d1fa614650b7e554df7db18dd00084c",0.011863533,0.708281537,1.49877958,2.001965182,0.34631924,0.814679227,3.419359092,1.15607196,0.096306297,0.011217137,0.47374477,2.071539056,0.088300051,0.000478824,0.149345318,0.211632456,0.29467443,0.886249947,1.46241418,1.815698872,0.648313766,0.845818284,0.044580679,4.92e-05,0.026017993,0.006093707,0.935654392,1.998612222,0.445684248,0.861957037,1.11754464
18,"feaa9962f7d5c0ab6436a85021721d3f",0.011894057,0.719011726,1.482247567,2.158835293,0.353019351,0.750297868,3.455893604,1.276845165,0.096405068,0.011045985,0.432930905,2.233088716,0.086776367,0.007384008,0.151087104,0.21024601,0.298460023,0.895998475,1.463104652,1.830438702,0.656108987,0.848422727,0.043193679,0.000679992,0.029619719,0.006379226,0.934003378,2.011796116,0.458479315,0.860163371,1.120623624
18,"c1055009796b8808088dc87b8f5dfbee",0.011852088,0.715728348,1.511443003,2.245198917,0.374105078,0.760346314,3.49453228,1.39640172,0.097861559,0.014512173,0.436682541,2.217104369,0.090261515,0.001781368,0.157657967,0.212644484,0.297601602,0.88685331,1.462213794,1.834296917,0.655861622,0.853432953,0.041593971,0.000359504,0.028803889,0.00639414,0.929344251,1.980927586,0.45262781,0.86226724,1.111848196
18,"260fd1fca91625e53f7bdb270003d872",0.011906231,0.719720852,1.484824507,2.283248109,0.365602318,0.764507422,3.461032303,1.293094849,0.091894149,0.011134185,0.405253564,2.388481163,0.085872138,0.00614924,0.149878023,0.211793433,0.296777279,0.89927005,1.462295867,1.827653161,0.654428033,0.848846225,0.042046519,0.000713191,0.029015332,0.006556698,0.935138829,2.018043543,0.455776991,0.860390489,1.128978267
18,"260ce9f6e97d8bfef9eaacc2b3625ba4",0.011868428,0.709208122,1.511562634,2.09937958,0.363458095,0.774795405,3.495111869,1.315634517,0.102207399,0.011366028,0.467122641,2.433203666,0.08556582,0.004103565,0.15281219,0.212393202,0.294740738,0.888989688,1.468063622,1.832616752,0.655395043,0.865204456,0.040250254,0.000547086,0.028068889,0.006504127,0.927591882,2.00676752,0.453290338,0.883635799,1.119761683
18,"22799921adc2b73c40097155d63614ad",0.011888698,0.710921413,1.492562104,2.119948514,0.350825654,0.816810809,3.464730967,1.222728833,0.097595646,0.011302733,0.455595694,2.14115667,0.090956149,0.004249112,0.148854895,0.210286307,0.293105582,0.878817804,1.462709011,1.823269295,0.650163249,0.850218844,0.044095812,0.000432639,0.027180822,0.006197104,0.935388035,1.999470471,0.444209385,0.862065653,1.110007444
18,"b6b3f7db4d6641b43dec02aa732cb36b",0.011703299,0.716513099,1.503054828,2.178876904,0.360587042,0.754035734,3.476428196,1.342509455,0.099427772,0.010796679,0.443217711,2.310687258,0.082805457,0.007742454,0.151578334,0.210752876,0.296622918,0.89759474,1.467459771,1.838143449,0.652322612,0.853937126,0.04127561,0.000559148,0.028788615,0.00648382,0.935341936,2.006834115,0.456924339,0.873255463,1.110541608
18,"971de6d375cc6c51842c328fe67c41c4",0.011921379,0.719059582,1.48254636,2.159203444,0.353044555,0.750191668,3.455722169,1.276922331,0.096459784,0.011029473,0.432821834,2.233193773,0.086781058,0.007420786,0.151153105,0.210262105,0.298468306,0.896075406,1.463099331,1.830572206,0.656049395,0.848413073,0.043072358,0.000700674,0.029602557,0.006382588,0.93410636,2.011741394,0.458500205,0.860287181,1.120564779
18,"2c8b5017d61975c7278d9c5cdeed2832",0.011897594,0.708900714,1.48881865,1.896218792,0.331030915,0.80522523,3.36292615,1.116393132,0.09958013,0.010689707,0.47831889,2.160343581,0.081564567,0.013904836,0.150936504,0.210183859,0.296210195,0.898904799,1.463880029,1.825936566,0.649072497,0.840138965,0.044383779,0.000279564,0.025019991,0.006148804,0.935429557,1.986180274,0.445781463,0.856069944,1.140961516
18,"a29ba22311a52d32486a3072cb4906d3",0.011145033,0.713535332,1.491372883,2.232714707,0.353749764,0.737039657,3.445490498,1.302444777,0.094089458,0.010862375,0.411861697,2.301208856,0.085730778,0.006942653,0.152610946,0.212492941,0.293744529,0.896566405,1.469232583,1.837537056,0.657452392,0.849270262,0.050729386,0.009945822,0.026926919,0.006097464,0.93599533,2.015877627,0.46292043,0.85383752,1.105913488
18,"e537f1e3e4bd399c1ca395749fa109e4",0.004585188,0.702861594,1.522371246,2.050951984,0.366723597,0.781689511,3.503183048,1.305296932,0.095583243,0.012175402,0.476064423,2.49605261,0.086101788,0.002465021,0.140803329,0.216940733,0.281214544,0.878116662,1.464917194,1.831588728,0.658582072,0.871512481,0.041226962,0.000909646,0.031198392,0.00175427,0.931640108,2.008093819,0.447942926,0.897918674,1.119259315
18,"2b6b2219c21b4798c76769453929716d",0.004510966,0.714627124,1.509335579,2.163876592,0.362637746,0.768227781,3.503594358,1.358654598,0.098896722,0.01066709,0.448833868,2.349586302,0.078938373,0.006911899,0.147332528,0.212716228,0.288180844,0.897635773,1.465572041,1.834149144,0.647438557,0.857015744,0.046010766,0.006980205,0.030352477,0.005751593,0.936260866,2.009420639,0.453400924,0.879671709,1.120860407
18,"7785fa3c013e839e56b0e6a5135bb312",0.010747193,0.71533361,1.479786207,2.150600777,0.353685619,0.758288771,3.475240498,1.248000802,0.09428294,0.012259063,0.436607542,2.220548304,0.089188885,0.004925555,0.154123348,0.212869613,0.291656823,0.897492457,1.45640182,1.835700617,0.647516692,0.850881062,0.043252636,0.002854089,0.030844579,0.009902965,0.934842839,2.025048171,0.458710337,0.851421972,1.139140113
18,"c7046d2f38eff68d397b833f5cfdaabd",0.011895626,0.71901366,1.482221373,2.158751004,0.353025298,0.750333826,3.455947785,1.276767335,0.09640715,0.011050461,0.432949285,2.233066273,0.086777415,0.007378434,0.151085447,0.210245,0.298460391,0.895990549,1.46308911,1.83041789,0.65610144,0.848424035,0.043197913,0.000682527,0.029621452,0.006377472,0.93399095,2.011816492,0.458472357,0.860151573,1.120662101
18,"bee08848ee56fef723ff2abe6f881368",0.006555595,0.705224427,1.522824901,2.064533028,0.368921565,0.784255455,3.512518602,1.318640085,0.098025986,0.011099035,0.475387258,2.484542006,0.085653526,0.002543214,0.143823394,0.219206746,0.285623626,0.88247299,1.463935812,1.83309855,0.655051574,0.871541897,0.040645048,0.001993917,0.029913354,0.004877871,0.931681893,2.009615559,0.449593384,0.896166176,1.1218075
18,"adf66ecd96c33274aa4ddeaf3f5ae730",0.011770078,0.712538548,1.485831147,2.103069522,0.350177357,0.803383831,3.463983097,1.230866,0.100806997,0.010174372,0.437993891,2.154856093,0.090676501,0.007345457,0.148894444,0.210312807,0.297314726,0.874265568,1.468724298,1.831444976,0.652264529,0.839884438,0.044214802,0.000206604,0.02774882,0.005990224,0.937576602,2.003491797,0.449325858,0.86320585,1.118694873
18,"7f5c7d93d0d1c727b489102729f1119a",0.010858483,0.708828473,1.477847588,2.311513964,0.362970714,0.772459032,3.474656577,1.281592422,0.083966137,0.014192147,0.398731921,2.432747559,0.084511174,0.002228189,0.150467877,0.213863999,0.297532193,0.900873622,1.458712882,1.830634146,0.657193113,0.851851079,0.044572498,0.009866862,0.026234181,0.006947147,0.932156208,2.025981341,0.457968897,0.856434282,1.135878518
18,"1ab3a98281b50ec31e828474218f9cc3",0.011934529,0.719707689,1.482966302,2.298809659,0.368555968,0.770999079,3.467114999,1.288916537,0.090877819,0.011340364,0.401821444,2.415148564,0.085860528,0.00547042,0.14944071,0.212104409,0.296243383,0.89919472,1.460842983,1.825382106,0.653402846,0.849082424,0.041914705,0.000621314,0.029046425,0.006566785,0.934269729,2.021242803,0.45488389,0.85950098,1.134284669
