"nhits","uid","acqres","clinsub","comp_rt","cscal","dx_ageA0","eta","g","infclr","infnon","infsub","kA0","mort_nutmoderate","muDc","muDn","nonrec","nonsub","p","prog_ageA0","prog_nutmild","prog_nutmoderate","prog_nutover","relfit","relnon_r","relnon_s","relsub_r","relsub_s","subclin","subnon","succ_strs","t","unsucc_nutmoderate"
18,"ed5ccfd65e17e48a5aed74c2263a5556",0.011732337,0.71772176,1.479223076,2.112429726,0.356166081,0.775707569,3.493890896,1.215828767,0.093784071,0.011522107,0.441026285,2.21980628,0.08331367,0.00555867,0.151282094,0.213557894,0.298177714,0.892352085,1.455846416,1.820541508,0.647905723,0.846004566,0.041096645,0.002612726,0.030596028,0.008620486,0.930270779,2.026395927,0.452545673,0.859307569,1.152077197
18,"fc289fcd60d94cd7fc283af1b04372a5",0.010501474,0.718982165,1.507357481,2.309355162,0.373056745,0.770622744,3.492326168,1.413593066,0.094949889,0.015484599,0.43767584,2.258749206,0.086812106,0.003106901,0.156771984,0.212387051,0.298119893,0.876094597,1.460074522,1.829019495,0.659765806,0.851489591,0.043874777,0.003868448,0.030223695,0.007336376,0.925982702,1.974309354,0.445718859,0.859307971,1.105946144
18,"c84d467d72dafcabf4ca2c373715a4c3",0.010980029,0.717753328,1.488352509,2.274427003,0.363404917,0.757608247,3.457872674,1.294637182,0.095085126,0.010244726,0.406373921,2.366846747,0.086284271,0.006289696,0.154047643,0.212672477,0.294883129,0.899210002,1.463604994,1.829597177,0.656425233,0.851999791,0.043094245,0.001360384,0.029264295,0.007999287,0.933875332,2.015477516,0.459690141,0.856138642,1.124237031
18,"276c7ed2200437878c1fc87729420125",0.011617305,0.713530259,1.507716143,2.148978968,0.363711262,0.765845707,3.492850835,1.33980848,0.100840564,0.011095385,0.45485593,2.363726917,0.082966957,0.006089744,0.151851095,0.211672271,0.295294693,0.894418102,1.467108629,1.835953139,0.651672443,0.858842856,0.040863133,0.00053674,0.028473787,0.00658303,0.931911868,2.008295226,0.455259947,0.878242355,1.115691126
18,"6f7f5b7513f8d94ec74174739d01f0df",0.008330652,0.714798096,1.506551557,2.154321028,0.361231048,0.761487999,3.487672784,1.338398323,0.09979746,0.010720219,0.449926434,2.348462193,0.082061999,0.007584703,0.151330421,0.21306105,0.293718784,0.897093501,1.464759341,1.837106747,0.651541775,0.858096424,0.041221384,0.003119777,0.02998661,0.007420158,0.934702016,2.007178689,0.452783266,0.87629287,1.1162742
18,"cc4fda1825a4e58679762707f3d559e7",0.011897299,0.719730913,1.486536146,2.268972452,0.36293248,0.758518482,3.455415132,1.296949763,0.09276806,0.010911996,0.408449973,2.363849072,0.085872865,0.006806096,0.150222596,0.211543013,0.297278915,0.89941669,1.463675533,1.82978554,0.655360931,0.848720656,0.042166526,0.000702187,0.029010122,0.006519112,0.935961816,2.015021845,0.456512185,0.861251492,1.124137153
18,"fae0376cd15c0710d55671d2d349e82c",0.011706804,0.71102934,1.495932789,1.984351793,0.340398256,0.790665854,3.379908826,1.163087972,0.098974546,0.010009147,0.463788578,2.094284209,0.08783453,0.006437048,0.15001261,0.211024195,0.296993565,0.887613899,1.4689004,1.827862401,0.653803174,0.841139206,0.044177132,0.000189319,0.026265519,0.005738725,0.934066995,1.994078417,0.450480334,0.859272698,1.13096061
18,"cfa18f87d6ca373b0c43473da0b89ff2",0.011706762,0.717685665,1.499378812,2.181075231,0.354840961,0.742953244,3.451510901,1.323873373,0.098164628,0.010460309,0.435246711,2.288533802,0.084720623,0.008582045,0.151924393,0.210640937,0.298155115,0.897979297,1.468994897,1.838483278,0.657108316,0.851932082,0.041814037,0.00045484,0.028704065,0.00647203,0.937037203,2.00299799,0.45827223,0.870331058,1.106356577
18,"a770ee06fe58f3f0b37e933ba8a7f6d7",0.010374782,0.717305685,1.484460959,2.302326278,0.367553853,0.768526548,3.468059199,1.285663733,0.088581364,0.013619373,0.404542393,2.419297647,0.086110878,0.005059004,0.151920926,0.210485296,0.295933012,0.898651969,1.457112482,1.822270662,0.655746408,0.851710863,0.043036852,0.000686707,0.030204363,0.008387646,0.93439722,2.023265804,0.454765025,0.856910505,1.132156068
18,"ecedbab5d3297e8e6069891c86fe9721",0.011336605,0.718261454,1.483237122,2.297372325,0.367570733,0.770950111,3.467371706,1.290120318,0.091774653,0.01107028,0.40116331,2.413761993,0.085075932,0.004557981,0.148888317,0.210482355,0.296434797,0.897413224,1.461900872,1.826147956,0.652772739,0.848922143,0.043701903,0.001803512,0.0290917,0.005238809,0.934847865,2.024139167,0.454506773,0.859567548,1.132804895
18,"4603f015b9f39b59deea5e4ff89d801e",0.011946719,0.718775192,1.480884607,2.317853897,0.372127213,0.778830573,3.475363659,1.284538424,0.090559619,0.010677019,0.395691361,2.44814151,0.085182778,0.003788627,0.147837789,0.212956986,0.294805015,0.898278706,1.460927851,1.823603703,0.651132314,0.849348812,0.043892904,0.001853093,0.029214597,0.005360453,0.933187337,2.027891163,0.454082284,0.857347863,1.140143366
18,"b76f57b1e6a5b554298ab05d7c379d5a",0.011320459,0.715805579,1.504308637,2.386477082,0.372965671,0.781734804,3.482926158,1.422200574,0.09493127,0.016278694,0.433909985,2.310390066,0.086140294,0.003923834,0.159809101,0.211572835,0.293298665,0.862305178,1.458623377,1.823445559,0.65851255,0.855339154,0.042782954,0.002142345,0.031054131,0.006890223,0.925993718,1.97633421,0.445268027,0.852763564,1.094000843
18,"475be699d32ba695de24a4a95034d7d1",0.011271724,0.719938404,1.488310323,2.139043016,0.35812458,0.765330106,3.473737239,1.241243904,0.09800893,0.010962706,0.43501929,2.227871907,0.088488171,0.00727648,0.15488663,0.211819921,0.295190129,0.894671288,1.455208081,1.827909884,0.649308353,0.84745011,0.037768701,0.002413035,0.02904008,0.007509127,0.933174891,2.020427341,0.458630142,0.861938214,1.138395297
18,"aec39ee58ffaf80d372186d97e148c5f",0.004432285,0.704664814,1.521670872,2.05654621,0.365298895,0.782463236,3.498232707,1.303972851,0.096378603,0.011351954,0.474500628,2.489602606,0.086238121,0.003080769,0.141662003,0.216562945,0.284251513,0.883597132,1.468316495,1.831924814,0.656299123,0.870492367,0.042387688,0.005541094,0.030923431,0.004268326,0.936340766,2.008822343,0.446848446,0.897085186,1.120342256
18,"e018aa6ed9707f70b41d99f2f0a8f78a",0.011546959,0.711983402,1.493073062,2.00247138,0.348815586,0.805056302,3.426179075,1.194856641,0.099250509,0.011312013,0.464940727,2.121422026,0.086520873,0.005655128,0.148891838,0.210810289,0.295147015,0.886835528,1.466509759,1.821607639,0.650943051,0.841821325,0.044528188,0.000172516,0.026459962,0.005818922,0.937874201,1.996072118,0.447565799,0.862855896,1.119078516
18,"f672c1467e6bee95369b335b74c462a3",0.010081106,0.718050913,1.483530466,2.313264552,0.369852583,0.770670469,3.471580257,1.281708048,0.087914093,0.012647397,0.401431541,2.436819437,0.086831088,0.004544282,0.151439754,0.214898155,0.293569295,0.901057027,1.456970086,1.820637401,0.65481551,0.851056591,0.044052348,0.001615831,0.031097062,0.009632594,0.932849737,2.025854766,0.455466561,0.854247585,1.135222599
18,"221a9b60d526fea80f5fb64f683d2a57",0.009586395,0.714227088,1.509772907,2.161493309,0.367951597,0.771776771,3.510547583,1.360733012,0.09973118,0.011500585,0.45725455,2.359889349,0.079619727,0.006534934,0.149333694,0.211482315,0.292261327,0.896685538,1.465765546,1.837342108,0.646509081,0.858351905,0.040881842,0.001878137,0.029714666,0.006754273,0.934519406,2.012308824,0.452576555,0.879529151,1.117197568
18,"a4d84eb97f032c5de292c748e769a83b",0.011594522,0.71900462,1.484129795,2.293453293,0.367390701,0.767492587,3.465323138,1.290157524,0.091746236,0.010646014,0.401866584,2.405517844,0.085701309,0.00514267,0.149453937,0.2131878,0.295222273,0.899187389,1.462314062,1.826450596,0.653377063,0.849091213,0.043870998,0.001929584,0.029404797,0.006473481,0.934231346,2.022153636,0.455904189,0.85799053,1.13128413
18,"758a0f64e1e8553eae427825d38c5110",0.009763941,0.718250309,1.474230638,2.115754796,0.357358265,0.773499244,3.48428623,1.232351536,0.095754083,0.012125629,0.440335338,2.220776595,0.085579323,0.001677174,0.15198344,0.210537209,0.295897953,0.891401105,1.454996048,1.820772394,0.650023659,0.848221662,0.042817678,0.001291875,0.030619222,0.007956638,0.928472136,2.024293358,0.457372582,0.857612393,1.14465756
18,"d651775d9e946899e780ca47b3829962",0.011673598,0.71955839,1.47808162,2.108832894,0.359775702,0.779903959,3.49285281,1.215723746,0.09861299,0.010867968,0.441168208,2.217632552,0.08756053,0.003501213,0.154048179,0.211782365,0.294540909,0.892838731,1.451529639,1.820573136,0.647608686,0.847860277,0.038714483,0.002351032,0.030766472,0.007648339,0.928748953,2.028993679,0.458025031,0.858157684,1.151778266
18,"72e643e0249aee2005ba1c20832bbd75",0.011689178,0.717112477,1.512901092,2.240923365,0.362848332,0.765272024,3.47867496,1.355109035,0.096591004,0.013896048,0.435735298,2.235963928,0.088590962,0.002572404,0.15679522,0.211532879,0.297904116,0.88284461,1.464273329,1.834837687,0.656417796,0.854306734,0.040387651,0.000435134,0.02893426,0.006666186,0.932001746,1.988678701,0.455421727,0.859945342,1.100790585
18,"a81a9b41d9124fbcee816b01cbf318ad",0.011472088,0.715674845,1.487536354,2.280153455,0.364092093,0.758406387,3.460700647,1.293124832,0.087730834,0.012667273,0.407175775,2.385072701,0.084016625,0.004153277,0.146952625,0.211347635,0.295795179,0.89787337,1.46225129,1.82570889,0.655292188,0.852325887,0.049067047,0.002298094,0.031820539,0.004838115,0.937454437,2.025914673,0.453701213,0.856987361,1.122823438
18,"7734bc5c26735e462041aea4e510ba8c",0.011785234,0.713338849,1.506897371,1.894619632,0.338943396,0.8014938,3.309539955,1.132672052,0.099276073,0.0106858,0.502993348,2.058469538,0.086486899,0.008381577,0.15057562,0.212288221,0.291142873,0.897336399,1.467001504,1.825261883,0.654971769,0.851636149,0.043610734,1.63e-05,0.02493861,0.00601114,0.928209884,1.97346615,0.443609725,0.850906133,1.136358817
18,"b5669e6a98fe55da1f2ff05f35c3f498",0.011923007,0.717048084,1.49829813,2.253478894,0.358769032,0.745989056,3.455340812,1.34871957,0.096077067,0.012018586,0.434698384,2.231681406,0.089399788,0.003749165,0.154765572,0.211446687,0.297972097,0.889460123,1.46457671,1.833039275,0.658386255,0.853018512,0.042826146,0.000717755,0.029018841,0.00624816,0.935230344,1.994834949,0.457013486,0.863674298,1.101534898
18,"07c1a3921d819cb52093d316b4779082",0.01098109,0.717295461,1.508033435,2.3278622,0.366642026,0.777411794,3.479639451,1.387725627,0.095735315,0.014707715,0.434669104,2.286860169,0.086175203,0.003019937,0.157472055,0.211369374,0.295261617,0.868472715,1.461548214,1.828505793,0.658411876,0.854356788,0.041732652,0.001718019,0.029605777,0.007120948,0.928975874,1.982685467,0.449493605,0.855049964,1.094737686
18,"d995e868b42516d01c787151073a38a4",0.011694403,0.71110621,1.495661868,1.907393216,0.339919884,0.802944682,3.369973536,1.146228204,0.098114554,0.01206217,0.489360904,2.156362748,0.080786167,0.01190961,0.150770043,0.210467517,0.293236083,0.905574667,1.461867196,1.819970566,0.648794011,0.847304713,0.044245845,0.000294087,0.025024623,0.006219883,0.937072077,1.982876981,0.443905546,0.857872067,1.125594806
18,"6cf0a90d0a86c9df98b40f0783454008",0.011887347,0.713820523,1.484792665,2.308804743,0.368744026,0.77203566,3.473259426,1.28640837,0.089890207,0.012293485,0.398700536,2.428495439,0.084094408,0.003140466,0.149870876,0.210019574,0.295014381,0.89630436,1.46098504,1.824777497,0.654262909,0.855061849,0.04737556,0.002355694,0.029837795,0.004672924,0.934461129,2.028558922,0.455080301,0.854145786,1.133739646
18,"4bf2416bb9668252b9e983117cfb87c9",0.011670904,0.717335129,1.49446499,2.156875806,0.354948182,0.757253898,3.472657652,1.241614471,0.091080643,0.013155236,0.435541847,2.231968373,0.083954811,0.012909763,0.154312314,0.212268465,0.293969555,0.895132897,1.459788105,1.833248154,0.649101775,0.846388693,0.040722448,0.003696382,0.028093387,0.009570936,0.936526162,2.019887238,0.45328633,0.863836318,1.137558048
18,"9f7cb32fc9607adde2c4f23280a9a6fc",0.011617914,0.715382583,1.509453817,1.872987334,0.346388368,0.80784012,3.30575774,1.142032942,0.100968671,0.011154849,0.51028992,2.036200952,0.087647288,0.008968396,0.149841314,0.212624671,0.289381752,0.895065421,1.468492973,1.825567882,0.655038873,0.853721702,0.043816963,4.65e-06,0.024726687,0.005966341,0.927991381,1.969227186,0.441262157,0.849739833,1.133671032
18,"51e4f619f46a67ab7f7e631116d3b041",0.011918367,0.713132742,1.49417632,1.980060128,0.337424276,0.790205255,3.372459672,1.177571793,0.098786929,0.010672144,0.472735207,2.162144965,0.083541918,0.01088472,0.150761561,0.210721882,0.295021317,0.897894794,1.465765737,1.827831935,0.653670498,0.845070697,0.043582783,0.000281388,0.0260405,0.006211684,0.934237615,1.985622654,0.4480084,0.857340644,1.129850393
18,"77b2fa5a0910fed9031a1f80ca92e82f",0.011901392,0.719046525,1.48258785,2.159894318,0.352947901,0.749780476,3.455183125,1.277823526,0.096419571,0.011028707,0.432700468,2.233402354,0.086759965,0.007462153,0.151129586,0.210228714,0.298495287,0.896108199,1.46325896,1.830689658,0.656204765,0.848418589,0.043157445,0.00068279,0.029599492,0.006376427,0.934157952,2.011496152,0.458523154,0.860315495,1.120123079
18,"7c5fe2ec09d63667499bf8cddbd7e193",0.011670262,0.718573235,1.475728826,2.125743239,0.355393672,0.768059545,3.478102577,1.242515981,0.096783888,0.010535774,0.43803227,2.222183385,0.084120294,0.001922649,0.150887505,0.211280212,0.29799179,0.893778728,1.45861352,1.822433907,0.65176205,0.848066683,0.043186502,0.00128796,0.031669036,0.008317733,0.930500519,2.021766301,0.457138224,0.858179445,1.139058525
18,"29f76f8db6fb6a3fe2f1a65a6ebb757b",0.01182537,0.710241534,1.509903937,2.108082413,0.361899072,0.770289846,3.487864016,1.314430879,0.101661498,0.011207716,0.462911765,2.415729091,0.085679684,0.004689856,0.152782618,0.212254979,0.295281289,0.890022903,1.468320273,1.833268145,0.656083698,0.863618942,0.040511958,0.000539792,0.028109065,0.006540134,0.928777999,2.005961445,0.453957201,0.881918318,1.11798971
18,"af341732f7310abadb1aeba8ae0c6b03",0.010939891,0.706182258,1.514623739,2.09589383,0.364225854,0.772120267,3.487514847,1.316385356,0.099946884,0.010829706,0.46258126,2.433727078,0.088453978,0.002450451,0.145720453,0.212640567,0.2900022,0.883574931,1.469460194,1.831394677,0.656969377,0.865083584,0.042504527,0.003222725,0.028563141,0.002575365,0.931512484,2.005663804,0.454367855,0.889838079,1.115574662
18,"0a9eb522fe80e1dc2bde9e11348f3c86",0.008676943,0.716378478,1.473603215,2.118805537,0.356215384,0.769627959,3.483289827,1.236673157,0.090539721,0.014941432,0.441376641,2.225459984,0.094281472,0.004999484,0.149298601,0.214316839,0.29449886,0.889101265,1.45380955,1.825559381,0.643381005,0.848424725,0.043426752,0.000337017,0.026706441,0.006484906,0.928011566,2.021364732,0.455816325,0.850498886,1.14462176
18,"60aa83d48a0a2107026193bff22cdc89",0.011470275,0.719220267,1.483383582,2.137970294,0.356174307,0.763332219,3.4730494,1.246762439,0.096654854,0.011256597,0.436062222,2.227311931,0.087134604,0.006826618,0.152803726,0.211515037,0.296753642,0.894451091,1.457552936,1.826755186,0.651163698,0.847634227,0.040314377,0.001783588,0.029544637,0.007102483,0.932391459,2.019269483,0.457394662,0.860282825,1.135865172
18,"1d3bb24b0acc03a2022806a8c4a856fc",0.007339504,0.711808418,1.515044457,2.172777013,0.36861424,0.770957855,3.518896232,1.381492466,0.099932294,0.010025424,0.449308524,2.347205809,0.081950802,0.005184513,0.144305287,0.215378346,0.287302693,0.891093336,1.464617238,1.833035797,0.645078444,0.856870654,0.046755455,0.002800531,0.028144397,0.001730779,0.934404259,2.012586911,0.46056766,0.885875532,1.12063773
18,"754f16496f203b5365c5b31ad820e770",0.009124886,0.715481075,1.469617028,2.085899587,0.358346967,0.787181235,3.505908524,1.200560382,0.087602309,0.015553413,0.447467545,2.219054448,0.095094319,0.002116464,0.147014656,0.21822271,0.292985018,0.884934244,1.450155818,1.81881673,0.635275394,0.847282927,0.043279464,0.000354553,0.026449457,0.008197377,0.924627559,2.029692333,0.4526759,0.846620737,1.163517652
18,"ac500b88dde7dd1866083b009a5a7e0b",0.010831858,0.715985094,1.505731657,2.381032433,0.372698626,0.78402685,3.4917107,1.413443374,0.089408024,0.019600806,0.444382329,2.267827131,0.089766043,0.004169527,0.16029023,0.210826997,0.296777948,0.862266206,1.458601228,1.81791646,0.6560711,0.860604651,0.037577483,0.004262025,0.034648203,0.00749901,0.923699708,1.974386079,0.447679419,0.855426854,1.092423664
18,"0d4c95efdbf22db388051a128c199c6a",0.010020785,0.716588928,1.485773153,2.130595732,0.357470276,0.769827215,3.485056911,1.224583989,0.089711459,0.014759678,0.440748819,2.227577653,0.088414254,0.00844888,0.152872733,0.213455016,0.291252868,0.890485284,1.455032766,1.828267052,0.643919256,0.847154106,0.041759756,0.002482032,0.027049469,0.009542057,0.931503372,2.024614,0.454305642,0.857963908,1.147958227
18,"9a1057046ae5040fbf1a2ad4ba74e87a",0.011647411,0.719050766,1.477598127,2.112115875,0.359325033,0.777015958,3.492342634,1.218751903,0.096757593,0.012423954,0.442645838,2.219985976,0.089015224,0.007474394,0.15385125,0.211141509,0.294073394,0.892234828,1.451638544,1.821775979,0.64906343,0.847721791,0.039024935,0.002112312,0.029242734,0.005870434,0.928254311,2.027582892,0.456930921,0.857889919,1.149477059
18,"54bac0f533b3ba82a1c1931b54f59e5e",0.004289885,0.712931397,1.505048817,2.130630469,0.359987358,0.761294333,3.481200594,1.321134806,0.098561892,0.011155625,0.452578789,2.37380835,0.08141147,0.007875594,0.149980413,0.211633983,0.290539887,0.89770528,1.461627833,1.838646654,0.653749628,0.861943971,0.037959633,0.009038454,0.034052452,0.009253347,0.936631063,2.003940933,0.44205605,0.875481855,1.115200667
18,"119fdf7fa8be8f472248946659abce66",0.011230098,0.719088086,1.484591402,2.128765712,0.35813339,0.770196223,3.4793233,1.23352546,0.096708405,0.010986995,0.436709818,2.224994874,0.088187694,0.003996353,0.153155227,0.213222853,0.295044015,0.893299568,1.455238879,1.825766523,0.646204452,0.847611688,0.039399168,0.002134105,0.029685004,0.008927288,0.931970051,2.022915758,0.457916699,0.859142461,1.143573128
