uid,nhits,acqres,clinsub,comp_rt,cscal,dx_ageA0,dx_hiv,eta,g,infclr,infnon,infsub,kA0,mort_hiv,mort_hivstrHIVart,mortOT_hiv,muDc,muDn,muHnt,nonrec,nonsub,noTart,noTart2010,p,prog_ageA0,prog_hiv,prog_hivstrHIVart,relfit,relnon_r,relnon_s,relsub_r,relsub_s,subclin,subnon,succ_strs,t,unnoT
1,28,0.012,0.67,2,3.05,0.79,2.7,0.9,4.27,1.83,0.1,0.04,1,3.5,0.3,1.15,0.33,0.01,0.036,0.18,0.24,0.3,0.4,0.21,0.8,8,0.22,0.9,0.06,0.005,0.06,0.005,0.8,1.8,0.35,0.81,1.05
