acqres,clinsub,comp_rt,compris2,compris3,compris4,cscal_ex_com,dx_ageA0,etacommunity,etaexprsn,etaprison,exmortmult,expris,g,infclr,infnon,infsub,kA0,muDc,muDn,nonrec,nonsub,p,prisex1,prisex2,prisex3,prog_ageA0,prog_contRate_pri,prog_inprison,relfit,relnon_r,relnon_s,relsub_r,relsub_s,subclin,subnon,succ_strs,t,TB_mort_0_992010.5,TB_mort_0_992022.5,TB_not_0_992010.5,TB_not_0_992022.5,TB_not_0_142022.5,TB_not_15_992022.5,TB_notpris_15_992007.5,TB_notpris_15_992019.5,TB_inc_0_992010.5,TB_inc_0_992022.5,TB_inc_0_142022.5,TB_inc_15_992022.5,TB_incpris_15_992007.5,TB_incpris_15_992019.5,Pris_prev2000.5,Pris_prev2019.5,Pris_prev2022.5,Pris_admis2016.5,Pris_admis2019.5,Pris_admis2022.5,MDR_count2022.5
0.012,0.72,0.67,0.00054,0.0021,0.002,1.165,0.25,0.47,0.47,0.69,0.1985,0.2229,4.27,1.9,0.14,0.06,1,0.05,0.01,0.2,0.26,0.21,1.2,1,1,0.86,1.53,1.1,0.73,0.06,0.01,0.06,0.01,0.8,2,0.35,0.81,4.243401587,6.170850131,32.29250159,45.74242148,7.480256,55.55095773,832.8237228,1099.496062,38.36452457,52.89067257,10.14241263,63.84922267,2240.026882,2396.897231,160.5539995,383.4073671,406.161221,371.7335044,407.4511574,422.2134496,1.866845677
