uid,nhits,acqres,clinsub,comp_rt,compris2,compris3,compris4,cscal_ex_com,dx_ageA0,etacommunity,etaexprsn,etaprison,exmortmult,expris,g,infclr,infnon,infsub,kA0,muDc,muDn,nonrec,nonsub,p,prisex1,prisex2,prisex3,prog_ageA0,prog_contRate_pri,prog_inprison,relfit,relnon_r,relnon_s,relsub_r,relsub_s,subclin,subnon,succ_strs,t
1,21,0.012,0.72,0.67,0.00054,0.0021,0.002,1.165,0.25,0.47,0.47,0.69,0.1985,0.2229,4.27,1.9,0.14,0.06,1,0.05,0.01,0.2,0.26,0.21,1.2,1,1,0.86,1.53,1.1,0.73,0.06,0.01,0.06,0.01,0.8,2,0.35,0.81
